id,veh_type,t_depart_secs,t_arrival_secs,t_traveltime_secs,origin,destiny,route_detail,route_path_num,is_attended,has_finished
1622,car,503,555,52,10/0to10/1,10/3to9/3,10/0to10/1:10/1to10/2:10/2to10/3:10/3to9/3:,4,False,True
1891,motorcycle,504,746,242,3/1to2/1,7/14to8/14,3/1to2/1:2/1to2/2:2/2to2/3:2/3to2/4:2/4to2/5:2/5to2/6:2/6to2/7:2/7to2/8:2/8to2/9:2/9to2/10:2/10to2/11:2/11to2/12:2/12to2/13:2/13to2/14:2/14to3/14:3/14to4/14:4/14to5/14:5/14to6/14:6/14to7/14:7/14to8/14:,20,False,True
3304,car,504,1197,693,11/9to11/10,6/8to5/8,11/9to11/10:11/10to10/10:10/10to9/10:9/10to8/10:8/10to7/10:7/10to6/10:6/10to6/9:6/9to6/8:6/8to5/8:,9,False,True
2131,car,504,799,295,10/13to10/14,2/1to2/0,10/13to10/14:10/14to9/14:9/14to8/14:8/14to7/14:7/14to6/14:6/14to5/14:5/14to4/14:4/14to3/14:3/14to2/14:2/14to2/13:2/13to2/12:2/12to2/11:2/11to2/10:2/10to2/9:2/9to2/8:2/8to2/7:2/7to2/6:2/6to2/5:2/5to2/4:2/4to2/3:2/3to2/2:2/2to2/1:2/1to2/0:,23,False,True
811,motorcycle,505,576,71,13/1to12/1,10/3to9/3,13/1to12/1:12/1to11/1:11/1to10/1:10/1to10/2:10/2to10/3:10/3to9/3:,6,False,True
2256,motorcycle,505,700,195,7/0to8/0,8/14to7/14,7/0to8/0:8/0to8/1:8/1to8/2:8/2to8/3:8/3to8/4:8/4to8/5:8/5to8/6:8/6to8/7:8/7to8/8:8/8to8/9:8/9to8/10:8/10to8/11:8/11to8/12:8/12to8/13:8/13to8/14:8/14to7/14:,16,False,True
1424,car,505,1806,1301,2/7to2/6,11/13to11/14,2/7to2/6:2/6to3/6:3/6to4/6:4/6to5/6:5/6to6/6:6/6to7/6:7/6to8/6:8/6to9/6:9/6to10/6:10/6to10/7:10/7to10/8:10/8to10/9:10/9to10/10:10/10to10/11:10/11to10/12:10/12to10/13:10/13to11/13:11/13to11/14:,18,False,True
1570,motorcycle,505,827,322,left10to0/10,13/1to14/1,left10to0/10:0/10to1/10:1/10to2/10:2/10to3/10:3/10to4/10:4/10to5/10:5/10to6/10:6/10to7/10:7/10to8/10:8/10to9/10:9/10to10/10:10/10to10/9:10/9to10/8:10/8to10/7:10/7to10/6:10/6to10/5:10/5to10/4:10/4to10/3:10/3to10/2:10/2to10/1:10/1to11/1:11/1to12/1:12/1to13/1:13/1to14/1:,24,False,True
1348,car,505,651,146,4/15to4/14,9/11to10/11,4/15to4/14:4/14to4/13:4/13to4/12:4/12to4/11:4/11to5/11:5/11to6/11:6/11to7/11:7/11to8/11:8/11to9/11:9/11to10/11:,10,False,True
3272,motorcycle,505,620,115,4/15to3/15,1/10to1/9,4/15to3/15:3/15to2/15:2/15to1/15:1/15to1/14:1/14to1/13:1/13to1/12:1/12to1/11:1/11to1/10:1/10to1/9:,9,False,True
1656,car,505,588,83,3/10to2/10,1/13to1/14,3/10to2/10:2/10to1/10:1/10to1/11:1/11to1/12:1/12to1/13:1/13to1/14:,6,False,True
1838,car,506,612,106,left3to0/3,5/3to5/4,left3to0/3:0/3to1/3:1/3to2/3:2/3to3/3:3/3to4/3:4/3to5/3:5/3to5/4:,7,False,True
1644,car,506,653,147,4/7to5/7,11/6to11/7,4/7to5/7:5/7to6/7:6/7to7/7:7/7to8/7:8/7to9/7:9/7to10/7:10/7to10/6:10/6to11/6:11/6to11/7:,9,False,True
464,motorcycle,506,636,130,0/10to1/10,5/14to6/14,0/10to1/10:1/10to1/11:1/11to1/12:1/12to1/13:1/13to1/14:1/14to2/14:2/14to3/14:3/14to4/14:4/14to5/14:5/14to6/14:,10,False,True
1510,car,506,1276,770,5/1to5/2,10/7to10/8,5/1to5/2:5/2to6/2:6/2to7/2:7/2to8/2:8/2to9/2:9/2to10/2:10/2to10/3:10/3to10/4:10/4to10/5:10/5to10/6:10/6to10/7:10/7to10/8:,12,False,True
2172,car,506,669,163,6/0to6/1,4/11to5/11,6/0to6/1:6/1to5/1:5/1to4/1:4/1to4/2:4/2to4/3:4/3to4/4:4/4to4/5:4/5to4/6:4/6to4/7:4/7to4/8:4/8to4/9:4/9to4/10:4/10to4/11:4/11to5/11:,14,False,True
1791,car,506,558,52,12/14to13/14,14/13to15/13,12/14to13/14:13/14to13/13:13/13to14/13:14/13to15/13:,4,False,True
1712,car,507,1295,788,15/9to14/9,2/7to1/7,15/9to14/9:14/9to13/9:13/9to12/9:12/9to11/9:11/9to10/9:10/9to9/9:9/9to8/9:8/9to7/9:7/9to6/9:6/9to5/9:5/9to4/9:4/9to3/9:3/9to2/9:2/9to2/8:2/8to2/7:2/7to1/7:,16,False,True
2093,motorcycle,507,1794,1287,right6to15/6,2/2to1/2,right6to15/6:15/6to14/6:14/6to13/6:13/6to12/6:12/6to11/6:11/6to10/6:10/6to9/6:9/6to8/6:8/6to7/6:7/6to6/6:6/6to5/6:5/6to4/6:4/6to3/6:3/6to2/6:2/6to2/5:2/5to2/4:2/4to2/3:2/3to2/2:2/2to1/2:,19,False,True
1251,car,507,613,106,7/0to7/1,3/3to3/4,7/0to7/1:7/1to6/1:6/1to5/1:5/1to4/1:4/1to3/1:3/1to3/2:3/2to3/3:3/3to3/4:,8,False,True
2069,motorcycle,508,644,136,3/15to4/15,5/7to6/7,3/15to4/15:4/15to4/14:4/14to4/13:4/13to4/12:4/12to4/11:4/11to4/10:4/10to4/9:4/9to4/8:4/8to4/7:4/7to5/7:5/7to6/7:,11,False,True
394,car,509,951,442,right0to15/0,0/15totop0,right0to15/0:15/0to14/0:14/0to13/0:13/0to12/0:12/0to11/0:11/0to10/0:10/0to9/0:9/0to8/0:8/0to7/0:7/0to6/0:6/0to5/0:5/0to4/0:4/0to3/0:3/0to2/0:2/0to1/0:1/0to0/0:0/0to0/1:0/1to0/2:0/2to0/3:0/3to0/4:0/4to0/5:0/5to0/6:0/6to0/7:0/7to0/8:0/8to0/9:0/9to0/10:0/10to0/11:0/11to0/12:0/12to0/13:0/13to0/14:0/14to0/15:0/15totop0:,32,False,True
109,car,509,1591,1082,left0to0/0,15/15totop15,left0to0/0:0/0to1/0:1/0to2/0:2/0to3/0:3/0to4/0:4/0to5/0:5/0to6/0:6/0to7/0:7/0to8/0:8/0to9/0:9/0to10/0:10/0to10/1:10/1to10/2:10/2to10/3:10/3to10/4:10/4to10/5:10/5to10/6:10/6to10/7:10/7to10/8:10/8to10/9:10/9to10/10:10/10to10/11:10/11to10/12:10/12to10/13:10/13to10/14:10/14to10/15:10/15to11/15:11/15to12/15:12/15to13/15:13/15to14/15:14/15to15/15:15/15totop15:,32,False,True
2225,car,509,668,159,6/5to6/4,4/14to5/14,6/5to6/4:6/4to5/4:5/4to4/4:4/4to4/5:4/5to4/6:4/6to4/7:4/7to4/8:4/8to4/9:4/9to4/10:4/10to4/11:4/11to4/12:4/12to4/13:4/13to4/14:4/14to5/14:,14,False,True
1417,motorcycle,510,694,184,8/1to7/1,7/14to6/14,8/1to7/1:7/1to7/2:7/2to7/3:7/3to7/4:7/4to7/5:7/5to7/6:7/6to7/7:7/7to7/8:7/8to7/9:7/9to7/10:7/10to7/11:7/11to7/12:7/12to7/13:7/13to7/14:7/14to6/14:,15,False,True
1362,motorcycle,510,595,85,9/5to9/4,8/0to7/0,9/5to9/4:9/4to8/4:8/4to8/3:8/3to8/2:8/2to8/1:8/1to8/0:8/0to7/0:,7,False,True
2656,car,510,574,64,3/7to3/6,4/4to5/4,3/7to3/6:3/6to3/5:3/5to3/4:3/4to4/4:4/4to5/4:,5,False,True
2716,car,510,606,96,7/0to7/1,9/5to9/6,7/0to7/1:7/1to7/2:7/2to7/3:7/3to7/4:7/4to7/5:7/5to8/5:8/5to9/5:9/5to9/6:,8,False,True
1056,car,511,675,164,3/14to3/13,6/5to6/6,3/14to3/13:3/13to3/12:3/12to3/11:3/11to3/10:3/10to3/9:3/9to3/8:3/8to3/7:3/7to3/6:3/6to3/5:3/5to4/5:4/5to5/5:5/5to6/5:6/5to6/6:,13,False,True
2079,car,511,654,143,3/8to2/8,5/15to6/15,3/8to2/8:2/8to2/9:2/9to2/10:2/10to2/11:2/11to2/12:2/12to2/13:2/13to2/14:2/14to2/15:2/15to3/15:3/15to4/15:4/15to5/15:5/15to6/15:,12,False,True
2822,car,511,679,168,7/14to7/13,6/1to5/1,7/14to7/13:7/13to6/13:6/13to6/12:6/12to6/11:6/11to6/10:6/10to6/9:6/9to6/8:6/8to6/7:6/7to6/6:6/6to6/5:6/5to6/4:6/4to6/3:6/3to6/2:6/2to6/1:6/1to5/1:,15,False,True
258,car,512,909,397,right15to15/15,0/0tobottom0,right15to15/15:15/15to14/15:14/15to13/15:13/15to12/15:12/15to11/15:11/15to10/15:10/15to9/15:9/15to8/15:8/15to7/15:7/15to6/15:6/15to5/15:5/15to4/15:4/15to3/15:3/15to2/15:2/15to1/15:1/15to0/15:0/15to0/14:0/14to0/13:0/13to0/12:0/12to0/11:0/11to0/10:0/10to0/9:0/9to0/8:0/8to0/7:0/7to0/6:0/6to0/5:0/5to0/4:0/4to0/3:0/3to0/2:0/2to0/1:0/1to0/0:0/0tobottom0:,32,False,True
2778,car,512,1479,967,1/8to1/7,15/13to15/14,1/8to1/7:1/7to2/7:2/7to3/7:3/7to4/7:4/7to5/7:5/7to6/7:6/7to7/7:7/7to8/7:8/7to9/7:9/7to10/7:10/7to10/8:10/8to10/9:10/9to10/10:10/10to10/11:10/11to10/12:10/12to10/13:10/13to11/13:11/13to12/13:12/13to13/13:13/13to14/13:14/13to15/13:15/13to15/14:,22,False,True
2025,car,512,799,287,0/15to1/15,13/7to14/7,0/15to1/15:1/15to2/15:2/15to3/15:3/15to4/15:4/15to5/15:5/15to6/15:6/15to7/15:7/15to8/15:8/15to9/15:9/15to10/15:10/15to10/14:10/14to10/13:10/13to10/12:10/12to10/11:10/11to10/10:10/10to10/9:10/9to10/8:10/8to10/7:10/7to11/7:11/7to12/7:12/7to13/7:13/7to14/7:,22,False,True
1463,car,513,860,347,13/14to13/15,1/1to0/1,13/14to13/15:13/15to12/15:12/15to11/15:11/15to10/15:10/15to9/15:9/15to8/15:8/15to7/15:7/15to6/15:6/15to5/15:5/15to4/15:4/15to3/15:3/15to2/15:2/15to1/15:1/15to1/14:1/14to1/13:1/13to1/12:1/12to1/11:1/11to1/10:1/10to1/9:1/9to1/8:1/8to1/7:1/7to1/6:1/6to1/5:1/5to1/4:1/4to1/3:1/3to1/2:1/2to1/1:1/1to0/1:,28,False,True
1064,car,513,761,248,right15to15/15,0/14to0/13,right15to15/15:15/15to14/15:14/15to13/15:13/15to12/15:12/15to11/15:11/15to10/15:10/15to9/15:9/15to8/15:8/15to7/15:7/15to6/15:6/15to5/15:5/15to4/15:4/15to3/15:3/15to2/15:2/15to1/15:1/15to0/15:0/15to0/14:0/14to0/13:,18,False,True
1553,car,513,553,40,2/13to1/13,0/12toleft12,2/13to1/13:1/13to0/13:0/13to0/12:0/12toleft12:,4,False,True
1211,car,514,599,85,8/13to8/12,5/10to5/9,8/13to8/12:8/12to7/12:7/12to6/12:6/12to5/12:5/12to5/11:5/11to5/10:5/10to5/9:,7,False,True
1821,car,514,562,48,6/8to6/9,8/9to8/8,6/8to6/9:6/9to7/9:7/9to8/9:8/9to8/8:,4,False,True
1356,motorcycle,514,646,132,4/9to4/8,1/14to1/15,4/9to4/8:4/8to3/8:3/8to2/8:2/8to1/8:1/8to1/9:1/9to1/10:1/10to1/11:1/11to1/12:1/12to1/13:1/13to1/14:1/14to1/15:,11,False,True
386,car,515,953,438,right0to15/0,0/15totop0,right0to15/0:15/0to14/0:14/0to13/0:13/0to12/0:12/0to11/0:11/0to10/0:10/0to9/0:9/0to8/0:8/0to7/0:7/0to6/0:6/0to5/0:5/0to4/0:4/0to3/0:3/0to2/0:2/0to1/0:1/0to0/0:0/0to0/1:0/1to0/2:0/2to0/3:0/3to0/4:0/4to0/5:0/5to0/6:0/6to0/7:0/7to0/8:0/8to0/9:0/9to0/10:0/10to0/11:0/11to0/12:0/12to0/13:0/13to0/14:0/14to0/15:0/15totop0:,32,False,True
2416,car,515,627,112,10/14to10/13,13/9to14/9,10/14to10/13:10/13to10/12:10/12to10/11:10/11to10/10:10/10to10/9:10/9to11/9:11/9to12/9:12/9to13/9:13/9to14/9:,9,False,True
2836,car,515,687,172,11/14to10/14,7/8to6/8,11/14to10/14:10/14to9/14:9/14to8/14:8/14to7/14:7/14to7/13:7/13to7/12:7/12to7/11:7/11to7/10:7/10to7/9:7/9to7/8:7/8to6/8:,11,False,True
431,car,516,632,116,2/10to3/10,3/2to4/2,2/10to3/10:3/10to3/9:3/9to3/8:3/8to3/7:3/7to3/6:3/6to3/5:3/5to3/4:3/4to3/3:3/3to3/2:3/2to4/2:,10,False,True
1627,car,517,649,132,9/7to10/7,10/1to11/1,9/7to10/7:10/7to10/6:10/6to10/5:10/5to10/4:10/4to10/3:10/3to10/2:10/2to10/1:10/1to11/1:,8,False,True
1956,motorcycle,517,1235,718,15/12to15/11,8/1to7/1,15/12to15/11:15/11to14/11:14/11to13/11:13/11to12/11:12/11to11/11:11/11to10/11:10/11to9/11:9/11to8/11:8/11to8/10:8/10to8/9:8/9to8/8:8/8to8/7:8/7to8/6:8/6to8/5:8/5to8/4:8/4to8/3:8/3to8/2:8/2to8/1:8/1to7/1:,19,False,True
120,car,517,1641,1124,left0to0/0,15/15totop15,left0to0/0:0/0to1/0:1/0to2/0:2/0to3/0:3/0to4/0:4/0to5/0:5/0to6/0:6/0to7/0:7/0to8/0:8/0to9/0:9/0to10/0:10/0to10/1:10/1to10/2:10/2to10/3:10/3to10/4:10/4to10/5:10/5to10/6:10/6to10/7:10/7to10/8:10/8to10/9:10/9to10/10:10/10to10/11:10/11to10/12:10/12to10/13:10/13to10/14:10/14to10/15:10/15to11/15:11/15to12/15:12/15to13/15:13/15to14/15:14/15to15/15:15/15totop15:,32,False,True
3145,car,517,652,135,7/12to6/12,2/7to2/6,7/12to6/12:6/12to5/12:5/12to4/12:4/12to3/12:3/12to2/12:2/12to2/11:2/11to2/10:2/10to2/9:2/9to2/8:2/8to2/7:2/7to2/6:,11,False,True
321,car,518,956,438,right0to15/0,0/15totop0,right0to15/0:15/0to14/0:14/0to13/0:13/0to12/0:12/0to11/0:11/0to10/0:10/0to9/0:9/0to8/0:8/0to7/0:7/0to6/0:6/0to5/0:5/0to4/0:4/0to3/0:3/0to2/0:2/0to1/0:1/0to0/0:0/0to0/1:0/1to0/2:0/2to0/3:0/3to0/4:0/4to0/5:0/5to0/6:0/6to0/7:0/7to0/8:0/8to0/9:0/9to0/10:0/10to0/11:0/11to0/12:0/12to0/13:0/13to0/14:0/14to0/15:0/15totop0:,32,False,True
1238,car,518,559,41,10/13to10/14,9/15totop9,10/13to10/14:10/14to10/15:10/15to9/15:9/15totop9:,4,False,True
795,car,518,729,211,top3to3/15,10/6to11/6,top3to3/15:3/15to4/15:4/15to5/15:5/15to6/15:6/15to7/15:7/15to8/15:8/15to9/15:9/15to10/15:10/15to10/14:10/14to10/13:10/13to10/12:10/12to10/11:10/11to10/10:10/10to10/9:10/9to10/8:10/8to10/7:10/7to10/6:10/6to11/6:,18,False,True
1641,car,518,741,223,9/10to10/10,13/4to14/4,9/10to10/10:10/10to10/9:10/9to10/8:10/8to10/7:10/7to10/6:10/6to10/5:10/5to10/4:10/4to11/4:11/4to12/4:12/4to13/4:13/4to14/4:,11,False,True
2737,car,518,852,334,11/7to11/6,10/0to9/0,11/7to11/6:11/6to10/6:10/6to10/5:10/5to10/4:10/4to10/3:10/3to10/2:10/2to10/1:10/1to10/0:10/0to9/0:,9,False,True
2865,car,519,770,251,top4to4/15,15/7toright7,top4to4/15:4/15to5/15:5/15to6/15:6/15to7/15:7/15to8/15:8/15to9/15:9/15to10/15:10/15to10/14:10/14to10/13:10/13to10/12:10/12to10/11:10/11to10/10:10/10to10/9:10/9to10/8:10/8to10/7:10/7to11/7:11/7to12/7:12/7to13/7:13/7to14/7:14/7to15/7:15/7toright7:,21,False,True
2150,car,519,1229,710,15/10to14/10,5/9to6/9,15/10to14/10:14/10to13/10:13/10to12/10:12/10to11/10:11/10to10/10:10/10to9/10:9/10to8/10:8/10to7/10:7/10to6/10:6/10to5/10:5/10to5/9:5/9to6/9:,12,False,True
1096,car,519,623,104,8/8to8/9,9/15to10/15,8/8to8/9:8/9to8/10:8/10to8/11:8/11to8/12:8/12to8/13:8/13to8/14:8/14to8/15:8/15to9/15:9/15to10/15:,9,False,True
1603,car,519,611,92,11/2to10/2,10/8to10/9,11/2to10/2:10/2to10/3:10/3to10/4:10/4to10/5:10/5to10/6:10/6to10/7:10/7to10/8:10/8to10/9:,8,False,True
1999,car,519,691,172,3/12to3/11,8/4to8/3,3/12to3/11:3/11to3/10:3/10to3/9:3/9to3/8:3/8to3/7:3/7to3/6:3/6to3/5:3/5to3/4:3/4to4/4:4/4to5/4:5/4to6/4:6/4to7/4:7/4to8/4:8/4to8/3:,14,False,True
1901,car,519,746,227,11/2to11/1,4/10to4/11,11/2to11/1:11/1to10/1:10/1to9/1:9/1to8/1:8/1to7/1:7/1to6/1:6/1to5/1:5/1to4/1:4/1to4/2:4/2to4/3:4/3to4/4:4/4to4/5:4/5to4/6:4/6to4/7:4/7to4/8:4/8to4/9:4/9to4/10:4/10to4/11:,18,False,True
1832,car,520,723,203,9/2to9/1,10/15totop10,9/2to9/1:9/1to10/1:10/1to10/2:10/2to10/3:10/3to10/4:10/4to10/5:10/5to10/6:10/6to10/7:10/7to10/8:10/8to10/9:10/9to10/10:10/10to10/11:10/11to10/12:10/12to10/13:10/13to10/14:10/14to10/15:10/15totop10:,17,False,True
1428,car,520,661,141,3/15to3/14,9/11to9/10,3/15to3/14:3/14to3/13:3/13to3/12:3/12to3/11:3/11to4/11:4/11to5/11:5/11to6/11:6/11to7/11:7/11to8/11:8/11to9/11:9/11to9/10:,11,False,True
2750,car,520,1376,856,0/3to0/2,12/6to13/6,0/3to0/2:0/2to1/2:1/2to2/2:2/2to3/2:3/2to4/2:4/2to5/2:5/2to6/2:6/2to7/2:7/2to8/2:8/2to9/2:9/2to10/2:10/2to10/3:10/3to10/4:10/4to10/5:10/5to10/6:10/6to11/6:11/6to12/6:12/6to13/6:,18,False,True
1859,motorcycle,520,1835,1315,12/7to12/6,0/0tobottom0,12/7to12/6:12/6to11/6:11/6to10/6:10/6to9/6:9/6to8/6:8/6to7/6:7/6to6/6:6/6to5/6:5/6to4/6:4/6to3/6:3/6to2/6:2/6to1/6:1/6to0/6:0/6to0/5:0/5to0/4:0/4to0/3:0/3to0/2:0/2to0/1:0/1to0/0:0/0tobottom0:,20,False,True
2645,car,520,664,144,5/4to5/5,8/12to9/12,5/4to5/5:5/5to5/6:5/6to5/7:5/7to5/8:5/8to5/9:5/9to5/10:5/10to5/11:5/11to5/12:5/12to6/12:6/12to7/12:7/12to8/12:8/12to9/12:,12,False,True
1884,motorcycle,520,691,171,3/6to4/6,8/14to9/14,3/6to4/6:4/6to4/7:4/7to4/8:4/8to4/9:4/9to4/10:4/10to4/11:4/11to4/12:4/12to4/13:4/13to4/14:4/14to5/14:5/14to6/14:6/14to7/14:7/14to8/14:8/14to9/14:,14,False,True
2752,car,520,1390,870,0/2to1/2,11/13to12/13,0/2to1/2:1/2to2/2:2/2to3/2:3/2to4/2:4/2to5/2:5/2to6/2:6/2to7/2:7/2to8/2:8/2to9/2:9/2to10/2:10/2to10/3:10/3to10/4:10/4to10/5:10/5to10/6:10/6to10/7:10/7to10/8:10/8to10/9:10/9to10/10:10/10to10/11:10/11to10/12:10/12to10/13:10/13to11/13:11/13to12/13:,23,False,True
2321,car,520,740,220,top0to0/15,4/2to4/1,top0to0/15:0/15to0/14:0/14to0/13:0/13to0/12:0/12to0/11:0/11to0/10:0/10to0/9:0/9to0/8:0/8to0/7:0/7to0/6:0/6to0/5:0/5to0/4:0/4to0/3:0/3to0/2:0/2to1/2:1/2to2/2:2/2to3/2:3/2to4/2:4/2to4/1:,19,False,True
979,car,520,619,99,4/8to4/9,2/13to2/14,4/8to4/9:4/9to3/9:3/9to2/9:2/9to2/10:2/10to2/11:2/11to2/12:2/12to2/13:2/13to2/14:,8,False,True
1041,car,521,745,224,2/13to2/12,8/2to8/1,2/13to2/12:2/12to2/11:2/11to2/10:2/10to2/9:2/9to2/8:2/8to2/7:2/7to2/6:2/6to2/5:2/5to2/4:2/4to2/3:2/3to2/2:2/2to3/2:3/2to4/2:4/2to5/2:5/2to6/2:6/2to7/2:7/2to8/2:8/2to8/1:,18,False,True
587,car,522,593,71,9/4to8/4,7/7to7/8,9/4to8/4:8/4to7/4:7/4to7/5:7/5to7/6:7/6to7/7:7/7to7/8:,6,False,True
2106,motorcycle,522,971,449,15/13to14/13,5/1to6/1,15/13to14/13:14/13to13/13:13/13to12/13:12/13to11/13:11/13to10/13:10/13to9/13:9/13to8/13:8/13to7/13:7/13to6/13:6/13to5/13:5/13to5/12:5/12to5/11:5/11to5/10:5/10to5/9:5/9to5/8:5/8to5/7:5/7to5/6:5/6to5/5:5/5to5/4:5/4to5/3:5/3to5/2:5/2to5/1:5/1to6/1:,23,False,True
1846,car,522,1296,774,6/2to7/2,15/7toright7,6/2to7/2:7/2to8/2:8/2to9/2:9/2to10/2:10/2to10/3:10/3to10/4:10/4to10/5:10/5to10/6:10/6to10/7:10/7to11/7:11/7to12/7:12/7to13/7:13/7to14/7:14/7to15/7:15/7toright7:,15,False,True
1293,motorcycle,522,814,292,right15to15/15,7/0tobottom7,right15to15/15:15/15to14/15:14/15to13/15:13/15to12/15:12/15to11/15:11/15to10/15:10/15to9/15:9/15to8/15:8/15to7/15:7/15to7/14:7/14to7/13:7/13to7/12:7/12to7/11:7/11to7/10:7/10to7/9:7/9to7/8:7/8to7/7:7/7to7/6:7/6to7/5:7/5to7/4:7/4to7/3:7/3to7/2:7/2to7/1:7/1to7/0:7/0tobottom7:,25,False,True
1175,car,522,1744,1222,11/6to10/6,2/5to2/4,11/6to10/6:10/6to9/6:9/6to8/6:8/6to7/6:7/6to6/6:6/6to5/6:5/6to4/6:4/6to3/6:3/6to2/6:2/6to2/5:2/5to2/4:,11,False,True
1655,car,522,646,124,10/12to10/11,14/7to15/7,10/12to10/11:10/11to10/10:10/10to10/9:10/9to10/8:10/8to10/7:10/7to11/7:11/7to12/7:12/7to13/7:13/7to14/7:14/7to15/7:,10,False,True
3358,car,522,580,58,5/6to5/7,5/10to5/11,5/6to5/7:5/7to5/8:5/8to5/9:5/9to5/10:5/10to5/11:,5,False,True
754,car,523,685,162,13/10to13/9,10/0to9/0,13/10to13/9:13/9to12/9:12/9to11/9:11/9to10/9:10/9to10/8:10/8to10/7:10/7to10/6:10/6to10/5:10/5to10/4:10/4to10/3:10/3to10/2:10/2to10/1:10/1to10/0:10/0to9/0:,14,False,True
1288,car,523,681,158,1/10to1/9,6/3to7/3,1/10to1/9:1/9to1/8:1/8to1/7:1/7to1/6:1/6to1/5:1/5to1/4:1/4to1/3:1/3to2/3:2/3to3/3:3/3to4/3:4/3to5/3:5/3to6/3:6/3to7/3:,13,False,True
511,car,523,1756,1233,right6to15/6,8/14to9/14,right6to15/6:15/6to14/6:14/6to13/6:13/6to12/6:12/6to11/6:11/6to10/6:10/6to9/6:9/6to8/6:8/6to8/7:8/7to8/8:8/8to8/9:8/9to8/10:8/10to8/11:8/11to8/12:8/12to8/13:8/13to8/14:8/14to9/14:,17,False,True
2129,car,523,763,240,bottom0to0/0,9/8to9/7,bottom0to0/0:0/0to0/1:0/1to0/2:0/2to0/3:0/3to0/4:0/4to0/5:0/5to0/6:0/6to0/7:0/7to0/8:0/8to1/8:1/8to2/8:2/8to3/8:3/8to4/8:4/8to5/8:5/8to6/8:6/8to7/8:7/8to8/8:8/8to9/8:9/8to9/7:,19,False,True
1447,car,523,580,57,8/5to8/6,9/8to10/8,8/5to8/6:8/6to8/7:8/7to8/8:8/8to9/8:9/8to10/8:,5,False,True
1560,motorcycle,524,671,147,9/1to10/1,15/4to15/5,9/1to10/1:10/1to10/2:10/2to10/3:10/3to10/4:10/4to11/4:11/4to12/4:12/4to13/4:13/4to14/4:14/4to15/4:15/4to15/5:,10,False,True
2741,car,524,766,242,top2to2/15,14/9to14/8,top2to2/15:2/15to3/15:3/15to4/15:4/15to5/15:5/15to6/15:6/15to7/15:7/15to8/15:8/15to9/15:9/15to10/15:10/15to10/14:10/14to10/13:10/13to10/12:10/12to10/11:10/11to10/10:10/10to10/9:10/9to11/9:11/9to12/9:12/9to13/9:13/9to14/9:14/9to14/8:,20,False,True
3260,car,524,770,246,11/7to11/8,6/1to6/0,11/7to11/8:11/8to10/8:10/8to9/8:9/8to8/8:8/8to7/8:7/8to6/8:6/8to6/7:6/7to6/6:6/6to6/5:6/5to6/4:6/4to6/3:6/3to6/2:6/2to6/1:6/1to6/0:,14,False,True
3102,car,524,620,96,11/8to10/8,10/7to9/7,11/8to10/8:10/8to10/7:10/7to9/7:,3,False,True
3006,car,525,737,212,top2to2/15,12/10to13/10,top2to2/15:2/15to3/15:3/15to4/15:4/15to5/15:5/15to6/15:6/15to7/15:7/15to8/15:8/15to9/15:9/15to10/15:10/15to10/14:10/14to10/13:10/13to10/12:10/12to10/11:10/11to10/10:10/10to11/10:11/10to12/10:12/10to13/10:,17,False,True
1810,car,525,1504,979,3/1to3/0,12/11to13/11,3/1to3/0:3/0to4/0:4/0to5/0:5/0to6/0:6/0to7/0:7/0to8/0:8/0to9/0:9/0to10/0:10/0to10/1:10/1to10/2:10/2to10/3:10/3to10/4:10/4to10/5:10/5to10/6:10/6to10/7:10/7to10/8:10/8to10/9:10/9to10/10:10/10to10/11:10/11to11/11:11/11to12/11:12/11to13/11:,22,False,True
622,car,526,740,214,13/3to13/4,3/6to4/6,13/3to13/4:13/4to12/4:12/4to11/4:11/4to10/4:10/4to9/4:9/4to8/4:8/4to7/4:7/4to6/4:6/4to5/4:5/4to4/4:4/4to3/4:3/4to3/5:3/5to3/6:3/6to4/6:,14,False,True
2375,car,526,638,112,7/1to6/1,3/5to4/5,7/1to6/1:6/1to5/1:5/1to4/1:4/1to3/1:3/1to3/2:3/2to3/3:3/3to3/4:3/4to3/5:3/5to4/5:,9,False,True
908,car,526,1584,1058,8/6to8/5,13/8to13/9,8/6to8/5:8/5to9/5:9/5to10/5:10/5to10/6:10/6to10/7:10/7to10/8:10/8to11/8:11/8to12/8:12/8to13/8:13/8to13/9:,10,False,True
61,car,526,926,400,left15to0/15,15/0tobottom15,left15to0/15:0/15to1/15:1/15to2/15:2/15to3/15:3/15to4/15:4/15to5/15:5/15to6/15:6/15to7/15:7/15to8/15:8/15to9/15:9/15to10/15:10/15to10/14:10/14to10/13:10/13to10/12:10/12to10/11:10/11to10/10:10/10to10/9:10/9to10/8:10/8to10/7:10/7to10/6:10/6to10/5:10/5to10/4:10/4to10/3:10/3to10/2:10/2to10/1:10/1to10/0:10/0to11/0:11/0to12/0:12/0to13/0:13/0to14/0:14/0to15/0:15/0tobottom15:,32,False,True
1389,car,527,690,163,11/14to11/13,12/2to12/3,11/14to11/13:11/13to11/12:11/12to11/11:11/11to11/10:11/10to11/9:11/9to11/8:11/8to11/7:11/7to11/6:11/6to11/5:11/5to11/4:11/4to11/3:11/3to11/2:11/2to12/2:12/2to12/3:,14,False,True
1841,car,527,590,63,9/4to9/5,7/4to8/4,9/4to9/5:9/5to8/5:8/5to7/5:7/5to7/4:7/4to8/4:,5,False,True
