ID,FILE,GROUP/OBJECTIVE,LABEL,SPECIAL FEATURE,TWM,NET,LANES,LOGIT,DEMAND,TRAFFIC,ROUTE_ALGO,TELEPORTING,TWM_FUNC,TWM_SIZE,EXPNUM,PAPERS,COMMENTS
1,grid16_noBastra_nomaps_fulltraffic_161114_125258,"GRID16 1 lane, sin TMW y con TWM (1 mapa)",Grid16()   :  -  -   ,, : ,Grid16,1, ,, - ,Dijkstra,NO,,,,,
2,grid16_Bastra_rand05x1_timeALL_fulltraffic_logit05_161114_131513,"GRID16 1 lane, sin TMW y con TWM (1 mapa)",Grid16() 1 TWM - normal(05) - logit05 ,,TWM,Grid16,1,logit05,,fulltraffic,Dijkstra,NO,normal(05),1,,,
3,XL2_grid16_Bastra_rand05x8_timeALL_fulltraffic_logit50_161114_190405,"GRID16 2 lanes, sin TMW y con TWM (8 mapas)",Grid16(XL2) 8 TWM - normal(05) - logit50 ,,TWM,Grid16,2,logit50,XL2,fulltraffic,Dijkstra,NO,normal(05),8,,,
4,XL2_grid16_Bastra_rand05x8_timeALL_fulltraffic_logit100_161114_183734,"GRID16 2 lanes, sin TMW y con TWM (8 mapas)",Grid16(XL2) 8 TWM - normal(05) - logit100 ,,TWM,Grid16,2,logit100,XL2,fulltraffic,Dijkstra,NO,normal(05),8,,,
5,S_grid16_noBastra_reference_fulltraffic_161114_115215,GRID16 con TWM-8 normal,Grid16(S)  No TWM -  -  ,,No TWM,Grid16,1,,S,fulltraffic,Dijkstra,NO,,,,,
6,S_grid16_Bastra_rand05x8_timeALL_fulltraffic_logit50_161114_114837,GRID16 con TWM-8 normal,Grid16(S) 8 TWM - normal(05) - logit50 ,,TWM,Grid16,1,logit50,S,fulltraffic,Dijkstra,NO,normal(05),8,,,
7,grid16_noBastra_nomaps_fulltraffic_161114_125258,"GRID16 - Efecto trafico M con 1 mapa, 1 o 2 lanes",Grid16()  No TWM -  -  ,,No TWM,Grid16,1,,,fulltraffic,Dijkstra,NO,,,,,
8,grid16_Bastra_rand05x1_timeALL_fulltraffic_logit05_161114_131513,"GRID16 - Efecto trafico M con 1 mapa, 1 o 2 lanes",Grid16() 1 TWM - normal(05) - logit05 ,,TWM,Grid16,1,logit05,,fulltraffic,Dijkstra,NO,normal(05),1,,,
9,XL2_grid16_Bastra_rand05x8_timeALL_fulltraffic_logit50_161114_190405,"GRID16 - Efecto trafico M con 1 mapa, 1 o 2 lanes",Grid16(XL2) 8 TWM - normal(05) - logit50 ,,TWM,Grid16,2,logit50,XL2,fulltraffic,Dijkstra,NO,normal(05),8,,,
10,XL2_grid16_Bastra_rand05x8_timeALL_fulltraffic_logit100_161114_183734,"GRID16 - Efecto trafico M con 1 mapa, 1 o 2 lanes",Grid16(XL2) 8 TWM - normal(05) - logit100 ,,TWM,Grid16,2,logit100,XL2,fulltraffic,Dijkstra,NO,normal(05),8,,,
11,S_grid16_noBastra_reference_fulltraffic_161114_115215,GRID16 - efecto trafico S - con 8 mapas,Grid16(S)  No TWM -  -  ,,No TWM,Grid16,1,,S,fulltraffic,Dijkstra,NO,,,,,
12,S_grid16_Bastra_rand05x8_timeALL_fulltraffic_logit50_161114_114837,GRID16 - efecto trafico S - con 8 mapas,Grid16(S) 8 TWM - normal(05) - logit50 ,,TWM,Grid16,1,logit50,S,fulltraffic,Dijkstra,NO,normal(05),8,,,
13,S_grid16_Bastra_rand05x8_timeALL_fulltraffic_logit100_161114_114102,GRID16 - efecto trafico S - con 8 mapas,Grid16(S) 8 TWM - normal(05) - logit100 ,,TWM,Grid16,1,logit100,S,fulltraffic,Dijkstra,NO,normal(05),8,,,
14,S_grid16_noBastra_reference_fulltraffic_161114_115215,GRID16 - efecto trafico S - con 8 mapas,Grid16(S)  No TWM -  -  ,,No TWM,Grid16,1,,S,fulltraffic,Dijkstra,NO,,,,,
15,S_grid16_Bastra_rand05x8_timeALL_fulltraffic_logit100_161114_194134,GRID16 - efecto trafico S - con 8 mapas,Grid16(S) 8 TWM - normal(05) - logit100 ,,TWM,Grid16,1,logit100,S,fulltraffic,Dijkstra,NO,normal(05),8,,,
20,XS_grid16_noBastra_reference_fulltraffic_170130_225044,GRID16 - XS - Efecto mapas normal 05x8,Grid16(XS)  No TWM -  -  ,,No TWM,Grid16,1,,XS,fulltraffic,Dijkstra,NO,,,,,
21,XS_grid16_Bastra_rand05x8_timeALL_fulltraffic_logit10_161115_092404,GRID16 - XS - Efecto mapas normal 05x8,Grid16(XS) 8 TWM - normal(05) - logit10 ,,TWM,Grid16,1,logit10,XS,fulltraffic,Dijkstra,NO,normal(05),8,,,
22,XS_grid16_Bastra_rand05x8_timeALL_fulltraffic_logit50_170130_225435,GRID16 - XS - Efecto mapas normal 05x8,Grid16(XS) 8 TWM - normal(05) - logit50 ,,TWM,Grid16,1,logit50,XS,fulltraffic,Dijkstra,NO,normal(05),8,,,
23,XS_grid16_Bastra_rand05x8_timeALL_fulltraffic_logit05_161115_092039,GRID16 - XS - Efecto mapas normal 05x8,Grid16(XS) 8 TWM - normal(05) - logit05 ,,TWM,Grid16,1,logit05,XS,fulltraffic,Dijkstra,NO,normal(05),8,,,
24,XS_grid16_Bastra_rand05x8_timeALL_fulltraffic_logit10_161115_092404,GRID16 - XS - Efecto mapas normal 05x8,Grid16(XS) 8 TWM - normal(05) - logit10 ,,TWM,Grid16,1,logit10,XS,fulltraffic,Dijkstra,NO,normal(05),8,,,
25,XS_grid16_Bastra_rand05x8_timeALL_fulltraffic_logit20_161115_092738,GRID16 - XS - Efecto mapas normal 05x8,Grid16(XS) 8 TWM - normal(05) - logit20 ,,TWM,Grid16,1,logit20,XS,fulltraffic,Dijkstra,NO,normal(05),8,,,
26,XS_grid16_Bastra_rand05x8_timeALL_fulltraffic_logit50_161115_093115,GRID16 - XS - Efecto mapas normal 05x8,Grid16(XS) 8 TWM - normal(05) - logit50 ,,TWM,Grid16,1,logit50,XS,fulltraffic,Dijkstra,NO,normal(05),8,,,
27,XS_grid16_Bastra_rand05x8_timeALL_fulltraffic_logit100_161115_093432,GRID16 - XS - Efecto mapas normal 05x8,Grid16(XS) 8 TWM - normal(05) - logit100 ,,TWM,Grid16,1,logit100,XS,fulltraffic,Dijkstra,NO,normal(05),8,,,
30,XL2_grid16_noBastra_reference_fulltraffic_161115_092630,GRID16 - Efecto 2 lanes en diferentes configuracion,Grid16(XL2)  No TWM -  -  ,,No TWM,Grid16,2,,XL2,fulltraffic,Dijkstra,NO,,,,,
31,XL2_grid16_Bastra_rand05x8_timeALL_fulltraffic_logit50_161115_093151,GRID16 - Efecto 2 lanes en diferentes configuracion,Grid16(XL2) 8 TWM - normal(05) - logit50 ,,TWM,Grid16,2,logit50,XL2,fulltraffic,Dijkstra,NO,normal(05),8,,,
32,XL2_grid16_Bastra_rand05x8_timeALL_fulltraffic_logit100_161115_093621,GRID16 - Efecto 2 lanes en diferentes configuracion,Grid16(XL2) 8 TWM - normal(05) - logit100 ,,TWM,Grid16,2,logit100,XL2,fulltraffic,Dijkstra,NO,normal(05),8,,,
33,grid16_noBastra_reference_fulltraffic_161115_164807,GRID16 - Efecto 2 lanes en diferentes configuracion,Grid16()  No TWM -  -  ,,No TWM,Grid16,2,,,fulltraffic,Dijkstra,NO,,,,,
34,XL2_grid16_noBastra_reference_fulltraffic_161115_132611,GRID16 - Efecto 2 lanes en diferentes configuracion,Grid16(XL2)  No TWM -  -  ,,No TWM,Grid16,2,,XL2,fulltraffic,Dijkstra,NO,,,,,
35,XL2_grid16_Bastra_rand05x8_timeALL_fulltraffic_logit50_161115_133434,GRID16 - Efecto 2 lanes en diferentes configuracion,Grid16(XL2) 8 TWM - normal(05) - logit50 ,,TWM,Grid16,2,logit50,XL2,fulltraffic,Dijkstra,NO,normal(05),8,,,
36,XL2_grid16_Bastra_rand05x8_timeALL_fulltraffic_logit100_161115_134312,GRID16 - Efecto 2 lanes en diferentes configuracion,Grid16(XL2) 8 TWM - normal(05) - logit100 ,,TWM,Grid16,2,logit100,XL2,fulltraffic,Dijkstra,NO,normal(05),8,,,
37,grid16_M_noTWM_reference_fulltraffic_190314_003326,GRID16 - Efecto 2 lanes en diferentes configuracion,Grid16(M)  No TWM -  -  ,,No TWM,Grid16,2,,M,fulltraffic,Dijkstra,NO,,,,,
38,grid16_M_noTWM_reference_2lanes_fulltraffic_190314_003712,GRID16 - Efecto 2 lanes en diferentes configuracion,Grid16(M)  No TWM -  -  ,,No TWM,Grid16,2,,M,fulltraffic,Dijkstra,NO,,,,,
40,grid16_noBastra_reference_fulltraffic_161115_192127,GRID16 - Efecto seleccion path con A*,Grid16()  No TWM -  -  ,,No TWM,Grid16,,,,fulltraffic,Dijkstra,NO,,,,,
41,grid16_noBastraAstar_reference_fulltraffic_161115_191754,GRID16 - Efecto seleccion path con A*,Grid16()  No TWM -  -  ,,No TWM,Grid16,,,,fulltraffic,astar,NO,,,,,
42,grid16_BastraAstar_rand05x8_timeALL_fulltraffic_logit20_161115_222212,GRID16 - Efecto seleccion path con A*,Grid16() 8 TWM - normal(05) - logit20 ,,TWM,Grid16,,logit20,,fulltraffic,astar,NO,normal(05),8,,,
43,grid16_BastraAstar_rand05x8_timeALL_fulltraffic_logit50_161115_223541,GRID16 - Efecto seleccion path con A*,Grid16() 8 TWM - normal(05) - logit50 ,,TWM,Grid16,,logit50,,fulltraffic,astar,NO,normal(05),8,,,
44,grid16_BastraAstar_rand05x8_timeALL_fulltraffic_logit100_161115_225023,GRID16 - Efecto seleccion path con A*,Grid16() 8 TWM - normal(05) - logit100 ,,TWM,Grid16,,logit100,,fulltraffic,astar,NO,normal(05),8,,,
50,grid16_noBastra_reference_fulltraffic_161115_192127,GRID16 - Efecto seleccion path con A*,Grid16()  No TWM -  -  ,,No TWM,Grid16,,,,fulltraffic,Dijkstra,NO,,,,,
51,grid16_noBastraAstar_reference_fulltraffic_161115_191754,GRID16 - Efecto seleccion path con A*,Grid16()  No TWM -  -  ,,No TWM,Grid16,,,,fulltraffic,astar,NO,,,,,
52,grid16_noBastraAstar_reference_fulltraffic_161115_191754,GRID16 - Efecto seleccion path con A*,Grid16()  No TWM -  -  ,,No TWM,Grid16,,,,fulltraffic,astar,NO,,,,,
53,grid16_noBastraAstar_reference_fulltraffic_161121_095357,GRID16 - Efecto seleccion path con A*,Grid16()  No TWM -  -  ,,No TWM,Grid16,,,,fulltraffic,astar,NO,,,,,
54,grid16_BastraAstar_rand05x8_timeALL_fulltraffic_logit20_161121_100716,GRID16 - Efecto seleccion path con A*,Grid16() 8 TWM - normal(05) - logit20 ,,TWM,Grid16,,logit20,,fulltraffic,astar,NO,normal(05),8,,,
60,XS_grid16_Bastra_rand2x8_timeALL_fulltraffic_logit20_190527_060828,GRID16 - XS - Efecto mapas normal 2x8,Grid16(XS) 8 TWM - normal(2) - logit20 ,,TWM,Grid16,,logit20,XS,fulltraffic,Dijkstra,NO,normal(2),8,,,
61,XS_grid16_Bastra_rand2x8_timeALL_fulltraffic_logit50_190527_061056,GRID16 - XS - Efecto mapas normal 2x8,Grid16(XS) 8 TWM - normal(2) - logit50 ,,TWM,Grid16,,logit50,XS,fulltraffic,Dijkstra,NO,normal(2),8,,,
62,XS_grid16_Bastra_rand05x4_timeALL_fulltraffic_logit20_190527_061308,GRID16 - XS - Efecto mapas normal 2x8,Grid16(XS) 4 TWM - normal(05) - logit20 ,,TWM,Grid16,,logit20,XS,fulltraffic,Dijkstra,NO,normal(05),4,,,
63,XS_grid16_Bastra_rand05x4_timeALL_fulltraffic_logit50_190527_061541,GRID16 - XS - Efecto mapas normal 2x8,Grid16(XS) 4 TWM - normal(05) - logit50 ,,TWM,Grid16,,logit50,XS,fulltraffic,Dijkstra,NO,normal(05),4,,,
500,radial16_noBastra_XXS_fulltraffic_170111_232306,RADIAL16 - Prueba no TWM diferentes demandas,Radial16(XXS)  No TWM -  -  ,,No TWM,Radial16,,,XXS,fulltraffic,Dijkstra,NO,,,,,
501,radial16_noBastra_XS_fulltraffic_170111_232346,RADIAL16 - Prueba no TWM diferentes demandas,Radial16(XS)  No TWM -  -  ,,No TWM,Radial16,,,XS,fulltraffic,Dijkstra,NO,,,,,
502,radial16_noBastra_S_fulltraffic_170111_232444,RADIAL16 - Prueba no TWM diferentes demandas,Radial16(S)  No TWM -  -  ,,No TWM,Radial16,,,S,fulltraffic,Dijkstra,NO,,,,,
503,radial16_noBastra_M2_fulltraffic_170111_232549,RADIAL16 - Prueba no TWM diferentes demandas,Radial16(M2)  No TWM -  -  ,,No TWM,Radial16,,,M2,fulltraffic,Dijkstra,NO,,,,,
504,radial16_noBastra_M_fulltraffic_170111_233225,RADIAL16 - Prueba no TWM diferentes demandas,Radial16(M)  No TWM -  -  ,,No TWM,Radial16,,,M,fulltraffic,Dijkstra,NO,,,,,
505,radial16_noBastra_L_fulltraffic_170111_233357,RADIAL16 - Prueba no TWM diferentes demandas,Radial16(L)  No TWM -  -  ,,No TWM,Radial16,,,L,fulltraffic,Dijkstra,NO,,,,,
506,radial16_noBastra_XL2_fulltraffic_170111_234332,RADIAL16 - Prueba no TWM diferentes demandas,Radial16(XL2)  No TWM -  -  ,,No TWM,Radial16,,,XL2,fulltraffic,Dijkstra,NO,,,,,
507,radial16_XS_Bastra_rand05x1_timeALL_fulltraffic_logit05_170111_235743,RADIAL16 - Efecto trafico XS en diferentes configuraciones,Radial16(XS) 1 TWM - normal(05) - logit05 ,,TWM,Radial16,,logit05,XS,fulltraffic,Dijkstra,NO,normal(05),1,,,
508,radial16_XS_Bastra_rand05x1_timeALL_fulltraffic_logit10_170111_235839,RADIAL16 - Efecto trafico XS en diferentes configuraciones,Radial16(XS) 1 TWM - normal(05) - logit10 ,,TWM,Radial16,,logit10,XS,fulltraffic,Dijkstra,NO,normal(05),1,,,
509,radial16_XS_Bastra_rand05x1_timeALL_fulltraffic_logit100_170111_235936,RADIAL16 - Efecto trafico XS en diferentes configuraciones,Radial16(XS) 1 TWM - normal(05) - logit100 ,,TWM,Radial16,,logit100,XS,fulltraffic,Dijkstra,NO,normal(05),1,,,
510,radial16_XS_Bastra_rand05x1_timeALL_fulltraffic_logit20_170112_000036,RADIAL16 - Efecto trafico XS en diferentes configuraciones,Radial16(XS) 1 TWM - normal(05) - logit20 ,,TWM,Radial16,,logit20,XS,fulltraffic,Dijkstra,NO,normal(05),1,,,
511,radial16_XS_Bastra_rand05x1_timeALL_fulltraffic_logit50_170112_000133,RADIAL16 - Efecto trafico XS en diferentes configuraciones,Radial16(XS) 1 TWM - normal(05) - logit50 ,,TWM,Radial16,,logit50,XS,fulltraffic,Dijkstra,NO,normal(05),1,,,
512,radial16_XS_Bastra_rand05x2_timeALL_fulltraffic_logit05_170112_000228,RADIAL16 - Efecto trafico XS en diferentes configuraciones,Radial16(XS) 2 TWM - normal(05) - logit05 ,,TWM,Radial16,,logit05,XS,fulltraffic,Dijkstra,NO,normal(05),2,,,
513,radial16_XS_Bastra_rand05x2_timeALL_fulltraffic_logit10_170112_000324,RADIAL16 - Efecto trafico XS en diferentes configuraciones,Radial16(XS) 2 TWM - normal(05) - logit10 ,,TWM,Radial16,,logit10,XS,fulltraffic,Dijkstra,NO,normal(05),2,,,
514,radial16_XS_Bastra_rand05x2_timeALL_fulltraffic_logit100_170112_000420,RADIAL16 - Efecto trafico XS en diferentes configuraciones,Radial16(XS) 2 TWM - normal(05) - logit100 ,,TWM,Radial16,,logit100,XS,fulltraffic,Dijkstra,NO,normal(05),2,,,
515,radial16_XS_Bastra_rand05x2_timeALL_fulltraffic_logit20_170112_000519,RADIAL16 - Efecto trafico XS en diferentes configuraciones,Radial16(XS) 2 TWM - normal(05) - logit20 ,,TWM,Radial16,,logit20,XS,fulltraffic,Dijkstra,NO,normal(05),2,,,
516,radial16_XS_Bastra_rand05x2_timeALL_fulltraffic_logit50_170112_000615,RADIAL16 - Efecto trafico XS en diferentes configuraciones,Radial16(XS) 2 TWM - normal(05) - logit50 ,,TWM,Radial16,,logit50,XS,fulltraffic,Dijkstra,NO,normal(05),2,,,
517,radial16_XS_Bastra_rand05x4_timeALL_fulltraffic_logit05_170112_000713,RADIAL16 - Efecto trafico XS en diferentes configuraciones,Radial16(XS) 4 TWM - normal(05) - logit05 ,,TWM,Radial16,,logit05,XS,fulltraffic,Dijkstra,NO,normal(05),4,,,
518,radial16_XS_Bastra_rand05x4_timeALL_fulltraffic_logit10_170112_000809,RADIAL16 - Efecto trafico XS en diferentes configuraciones,Radial16(XS) 4 TWM - normal(05) - logit10 ,,TWM,Radial16,,logit10,XS,fulltraffic,Dijkstra,NO,normal(05),4,,,
519,radial16_XS_Bastra_rand05x4_timeALL_fulltraffic_logit100_170112_000905,RADIAL16 - Efecto trafico XS en diferentes configuraciones,Radial16(XS) 4 TWM - normal(05) - logit100 ,,TWM,Radial16,,logit100,XS,fulltraffic,Dijkstra,NO,normal(05),4,,,
520,radial16_XS_Bastra_rand05x4_timeALL_fulltraffic_logit20_170112_001004,RADIAL16 - Efecto trafico XS en diferentes configuraciones,Radial16(XS) 4 TWM - normal(05) - logit20 ,,TWM,Radial16,,logit20,XS,fulltraffic,Dijkstra,NO,normal(05),4,,,
521,radial16_XS_Bastra_rand05x4_timeALL_fulltraffic_logit50_170112_001101,RADIAL16 - Efecto trafico XS en diferentes configuraciones,Radial16(XS) 4 TWM - normal(05) - logit50 ,,TWM,Radial16,,logit50,XS,fulltraffic,Dijkstra,NO,normal(05),4,,,
522,radial16_M2_Bastra_rand05x1_timeALL_fulltraffic_logit05_170112_001329,RADIAL16 - Efecto trafico M2 en diferentes configuraciones,Radial16(M2) 1 TWM - normal(05) - logit05 ,,TWM,Radial16,,logit05,M2,fulltraffic,Dijkstra,NO,normal(05),1,,,
523,radial16_M2_Bastra_rand05x1_timeALL_fulltraffic_logit10_170112_001438,RADIAL16 - Efecto trafico M2 en diferentes configuraciones,Radial16(M2) 1 TWM - normal(05) - logit10 ,,TWM,Radial16,,logit10,M2,fulltraffic,Dijkstra,NO,normal(05),1,,,
524,radial16_M2_Bastra_rand05x1_timeALL_fulltraffic_logit100_170112_001545,RADIAL16 - Efecto trafico M2 en diferentes configuraciones,Radial16(M2) 1 TWM - normal(05) - logit100 ,,TWM,Radial16,,logit100,M2,fulltraffic,Dijkstra,NO,normal(05),1,,,
525,radial16_M2_Bastra_rand05x1_timeALL_fulltraffic_logit20_170112_001658,RADIAL16 - Efecto trafico M2 en diferentes configuraciones,Radial16(M2) 1 TWM - normal(05) - logit20 ,,TWM,Radial16,,logit20,M2,fulltraffic,Dijkstra,NO,normal(05),1,,,
526,radial16_M2_Bastra_rand05x1_timeALL_fulltraffic_logit50_170112_001806,RADIAL16 - Efecto trafico M2 en diferentes configuraciones,Radial16(M2) 1 TWM - normal(05) - logit50 ,,TWM,Radial16,,logit50,M2,fulltraffic,Dijkstra,NO,normal(05),1,,,
527,radial16_M2_Bastra_rand05x2_timeALL_fulltraffic_logit05_170112_001917,RADIAL16 - Efecto trafico M2 en diferentes configuraciones,Radial16(M2) 2 TWM - normal(05) - logit05 ,,TWM,Radial16,,logit05,M2,fulltraffic,Dijkstra,NO,normal(05),2,,,
528,radial16_M2_Bastra_rand05x2_timeALL_fulltraffic_logit10_170112_002030,RADIAL16 - Efecto trafico M2 en diferentes configuraciones,Radial16(M2) 2 TWM - normal(05) - logit10 ,,TWM,Radial16,,logit10,M2,fulltraffic,Dijkstra,NO,normal(05),2,,,
529,radial16_M2_Bastra_rand05x2_timeALL_fulltraffic_logit100_170112_002142,RADIAL16 - Efecto trafico M2 en diferentes configuraciones,Radial16(M2) 2 TWM - normal(05) - logit100 ,,TWM,Radial16,,logit100,M2,fulltraffic,Dijkstra,NO,normal(05),2,,,
530,radial16_M2_Bastra_rand05x2_timeALL_fulltraffic_logit20_170112_002259,RADIAL16 - Efecto trafico M2 en diferentes configuraciones,Radial16(M2) 2 TWM - normal(05) - logit20 ,,TWM,Radial16,,logit20,M2,fulltraffic,Dijkstra,NO,normal(05),2,,,
531,radial16_M2_Bastra_rand05x2_timeALL_fulltraffic_logit50_170112_002412,RADIAL16 - Efecto trafico M2 en diferentes configuraciones,Radial16(M2) 2 TWM - normal(05) - logit50 ,,TWM,Radial16,,logit50,M2,fulltraffic,Dijkstra,NO,normal(05),2,,,
532,radial16_M2_Bastra_rand05x4_timeALL_fulltraffic_logit05_170112_002526,RADIAL16 - Efecto trafico M2 en diferentes configuraciones,Radial16(M2) 4 TWM - normal(05) - logit05 ,,TWM,Radial16,,logit05,M2,fulltraffic,Dijkstra,NO,normal(05),4,,,
533,radial16_M2_Bastra_rand05x4_timeALL_fulltraffic_logit10_170112_002638,RADIAL16 - Efecto trafico M2 en diferentes configuraciones,Radial16(M2) 4 TWM - normal(05) - logit10 ,,TWM,Radial16,,logit10,M2,fulltraffic,Dijkstra,NO,normal(05),4,,,
534,radial16_M2_Bastra_rand05x4_timeALL_fulltraffic_logit100_170112_002750,RADIAL16 - Efecto trafico M2 en diferentes configuraciones,Radial16(M2) 4 TWM - normal(05) - logit100 ,,TWM,Radial16,,logit100,M2,fulltraffic,Dijkstra,NO,normal(05),4,,,
535,radial16_M2_Bastra_rand05x4_timeALL_fulltraffic_logit20_170112_002905,RADIAL16 - Efecto trafico M2 en diferentes configuraciones,Radial16(M2) 4 TWM - normal(05) - logit20 ,,TWM,Radial16,,logit20,M2,fulltraffic,Dijkstra,NO,normal(05),4,,,
536,radial16_M2_Bastra_rand05x4_timeALL_fulltraffic_logit50_170112_003018,RADIAL16 - Efecto trafico M2 en diferentes configuraciones,Radial16(M2) 4 TWM - normal(05) - logit50 ,,TWM,Radial16,,logit50,M2,fulltraffic,Dijkstra,NO,normal(05),4,,,
537,radial16_M2_Bastra_rand05x8_timeALL_fulltraffic_logit05_170112_003130,RADIAL16 - Efecto trafico M2 en diferentes configuraciones,Radial16(M2) 8 TWM - normal(05) - logit05 ,,TWM,Radial16,,logit05,M2,fulltraffic,Dijkstra,NO,normal(05),8,,,
538,radial16_M2_Bastra_rand05x8_timeALL_fulltraffic_logit10_170112_003240,RADIAL16 - Efecto trafico M2 en diferentes configuraciones,Radial16(M2) 8 TWM - normal(05) - logit10 ,,TWM,Radial16,,logit10,M2,fulltraffic,Dijkstra,NO,normal(05),8,,,
539,radial16_M2_Bastra_rand05x8_timeALL_fulltraffic_logit100_170112_003349,RADIAL16 - Efecto trafico M2 en diferentes configuraciones,Radial16(M2) 8 TWM - normal(05) - logit100 ,,TWM,Radial16,,logit100,M2,fulltraffic,Dijkstra,NO,normal(05),8,,,
540,radial16_M2_Bastra_rand05x8_timeALL_fulltraffic_logit20_170112_003506,RADIAL16 - Efecto trafico M2 en diferentes configuraciones,Radial16(M2) 8 TWM - normal(05) - logit20 ,,TWM,Radial16,,logit20,M2,fulltraffic,Dijkstra,NO,normal(05),8,,,
541,radial16_M2_Bastra_rand05x8_timeALL_fulltraffic_logit50_170112_003615,RADIAL16 - Efecto trafico M2 en diferentes configuraciones,Radial16(M2) 8 TWM - normal(05) - logit50 ,,TWM,Radial16,,logit50,M2,fulltraffic,Dijkstra,NO,normal(05),8,,,
542,radial16_M2_Bastra_rand2x2_timeALL_fulltraffic_logit05_170112_003728,RADIAL16 - Efecto trafico M2 en diferentes configuraciones,Radial16(M2) 2 TWM - normal(2) - logit05 ,,TWM,Radial16,,logit05,M2,fulltraffic,Dijkstra,NO,normal(2),2,,,
543,radial16_M2_Bastra_rand2x2_timeALL_fulltraffic_logit10_170112_003838,RADIAL16 - Efecto trafico M2 en diferentes configuraciones,Radial16(M2) 2 TWM - normal(2) - logit10 ,,TWM,Radial16,,logit10,M2,fulltraffic,Dijkstra,NO,normal(2),2,,,
544,radial16_M2_Bastra_rand2x2_timeALL_fulltraffic_logit100_170112_003947,RADIAL16 - Efecto trafico M2 en diferentes configuraciones,Radial16(M2) 2 TWM - normal(2) - logit100 ,,TWM,Radial16,,logit100,M2,fulltraffic,Dijkstra,NO,normal(2),2,,,
545,radial16_M2_Bastra_rand2x2_timeALL_fulltraffic_logit20_170112_004101,RADIAL16 - Efecto trafico M2 en diferentes configuraciones,Radial16(M2) 2 TWM - normal(2) - logit20 ,,TWM,Radial16,,logit20,M2,fulltraffic,Dijkstra,NO,normal(2),2,,,
546,radial16_M2_Bastra_rand2x2_timeALL_fulltraffic_logit50_170112_004212,RADIAL16 - Efecto trafico M2 en diferentes configuraciones,Radial16(M2) 2 TWM - normal(2) - logit50 ,,TWM,Radial16,,logit50,M2,fulltraffic,Dijkstra,NO,normal(2),2,,,
547,radial16_M2_Bastra_rand2x4_timeALL_fulltraffic_logit05_170112_004323,RADIAL16 - Efecto trafico M2 en diferentes configuraciones,Radial16(M2) 4 TWM - normal(2) - logit05 ,,TWM,Radial16,,logit05,M2,fulltraffic,Dijkstra,NO,normal(2),4,,,
548,radial16_M2_Bastra_rand2x4_timeALL_fulltraffic_logit10_170112_004432,RADIAL16 - Efecto trafico M2 en diferentes configuraciones,Radial16(M2) 4 TWM - normal(2) - logit10 ,,TWM,Radial16,,logit10,M2,fulltraffic,Dijkstra,NO,normal(2),4,,,
549,radial16_M2_Bastra_rand2x4_timeALL_fulltraffic_logit100_170112_004542,RADIAL16 - Efecto trafico M2 en diferentes configuraciones,Radial16(M2) 4 TWM - normal(2) - logit100 ,,TWM,Radial16,,logit100,M2,fulltraffic,Dijkstra,NO,normal(2),4,,,
550,radial16_M2_Bastra_rand2x4_timeALL_fulltraffic_logit20_170112_004656,RADIAL16 - Efecto trafico M2 en diferentes configuraciones,Radial16(M2) 4 TWM - normal(2) - logit20 ,,TWM,Radial16,,logit20,M2,fulltraffic,Dijkstra,NO,normal(2),4,,,
551,radial16_M2_Bastra_rand2x4_timeALL_fulltraffic_logit50_170112_004805,RADIAL16 - Efecto trafico M2 en diferentes configuraciones,Radial16(M2) 4 TWM - normal(2) - logit50 ,,TWM,Radial16,,logit50,M2,fulltraffic,Dijkstra,NO,normal(2),4,,,
552,radial16_M_Bastra_rand05x1_timeALL_fulltraffic_logit05_170112_004917,RADIAL16 - Efecto trafico M en diferentes configuraciones,Radial16(M) 1 TWM - normal(05) - logit05 ,,TWM,Radial16,,logit05,M,fulltraffic,Dijkstra,NO,normal(05),1,,,
553,radial16_M_Bastra_rand05x1_timeALL_fulltraffic_logit10_170112_005041,RADIAL16 - Efecto trafico M en diferentes configuraciones,Radial16(M) 1 TWM - normal(05) - logit10 ,,TWM,Radial16,,logit10,M,fulltraffic,Dijkstra,NO,normal(05),1,,,
554,radial16_M_Bastra_rand05x1_timeALL_fulltraffic_logit100_170112_005207,RADIAL16 - Efecto trafico M en diferentes configuraciones,Radial16(M) 1 TWM - normal(05) - logit100 ,,TWM,Radial16,,logit100,M,fulltraffic,Dijkstra,NO,normal(05),1,,,
555,radial16_M_Bastra_rand05x1_timeALL_fulltraffic_logit20_170112_005329,RADIAL16 - Efecto trafico M en diferentes configuraciones,Radial16(M) 1 TWM - normal(05) - logit20 ,,TWM,Radial16,,logit20,M,fulltraffic,Dijkstra,NO,normal(05),1,,,
556,radial16_M_Bastra_rand05x1_timeALL_fulltraffic_logit50_170112_005450,RADIAL16 - Efecto trafico M en diferentes configuraciones,Radial16(M) 1 TWM - normal(05) - logit50 ,,TWM,Radial16,,logit50,M,fulltraffic,Dijkstra,NO,normal(05),1,,,
557,radial16_M_Bastra_rand05x2_timeALL_fulltraffic_logit05_170112_005609,RADIAL16 - Efecto trafico M en diferentes configuraciones,Radial16(M) 2 TWM - normal(05) - logit05 ,,TWM,Radial16,,logit05,M,fulltraffic,Dijkstra,NO,normal(05),2,,,
