,taz,x,y
25902235,1005,-3.688824,40.433127
25902243,1005,-3.68672,40.432978
25902327,,-3.686897,40.430462
25902329,,-3.687145,40.429266
25902430,1005,-3.690135,40.434089
25902431,1005,-3.688993,40.434118
25902432,,-3.689122,40.434687
25902434,,-3.690153,40.435176
25902439,,-3.688609,40.434911
25902441,,-3.688823,40.434868
25902447,,-3.688146,40.43526
25902450,,-3.689424,40.435203
25902452,,-3.689034,40.435355
25902455,1006,-3.688893,40.435599
25902456,1006,-3.689071,40.435467
25902461,1006,-3.688038,40.435602
25902468,1006,-3.687447,40.436104
25902469,1006,-3.687658,40.436062
25902471,1006,-3.688215,40.435455
25902479,1006,-3.689037,40.436223
25902482,1006,-3.68788,40.436732
25902485,1006,-3.687567,40.436372
25902490,,-3.689424,40.435366
25902491,1006,-3.690101,40.43647
25902560,1006,-3.688689,40.435433
25902584,,-3.686546,40.435118
25902666,1006,-3.690604,40.437655
25902673,1006,-3.690147,40.437897
25902674,1006,-3.690209,40.43802
25902679,1006,-3.690682,40.438291
25902680,1006,-3.689007,40.437957
25902693,1006,-3.690451,40.438562
25902700,1006,-3.68898,40.438597
25903271,1005,-3.688483,40.432981
25903281,,-3.688983,40.430574
25903282,,-3.689097,40.430582
25903287,,-3.689413,40.429386
25903288,,-3.689296,40.429378
25903289,,-3.689785,40.427981
25903290,,-3.689661,40.427977
25903291,1003,-3.690392,40.425684
25903292,1003,-3.690205,40.425898
25903296,1003,-3.689955,40.425552
25903298,1003,-3.690444,40.424779
25903302,1003,-3.690511,40.424531
2615463410,1004,-3.689161,40.420167
2620304856,,-3.682795,40.424893
2620304879,,-3.682997,40.425113
26513047,1004,-3.687177,40.421146
26513061,1004,-3.687081,40.421757
26513067,,-3.686977,40.422467
26513072,,-3.688126,40.423974
26513085,,-3.686764,40.423895
26513097,1004,-3.685853,40.421052
26513105,,-3.685765,40.421696
26513111,,-3.685685,40.422425
26513117,,-3.685549,40.423834
26513124,,-3.685607,40.423112
26513132,,-3.684298,40.423064
26513137,,-3.684361,40.422345
26513145,,-3.684421,40.421633
26513155,,-3.684238,40.423758
265700819,,-3.679043,40.438924
265700885,1007,-3.677911,40.43769
26595709,,-3.674626,40.438941
26595718,1007,-3.677349,40.437534
26595720,1007,-3.677558,40.437337
26595721,1007,-3.67724,40.437426
26595722,1007,-3.677058,40.43751
26595723,1007,-3.675737,40.438325
26595724,1007,-3.674944,40.438646
267041344,1007,-3.677649,40.437454
2675978630,,-3.670426,40.420076
2675978643,,-3.670634,40.420087
2675978659,,-3.671756,40.420144
2675978665,,-3.671791,40.420146
2675978676,,-3.670558,40.420083
2675978701,,-3.671705,40.421294
2675978704,,-3.670461,40.421219
267635978,1007,-3.676488,40.438324
26783926,,-3.668921,40.42273
26783936,1000,-3.679669,40.421652
26783940,1000,-3.679024,40.420514
26783942,,-3.669096,40.421369
26783945,,-3.668988,40.422756
26783970,,-3.67283,40.421434
26784001,1000,-3.678922,40.421715
26784011,,-3.672837,40.421344
26784043,,-3.669135,40.4211
26784064,,-3.674464,40.420282
26784070,1000,-3.678926,40.421651
26784072,,-3.66903,40.422122
26784080,,-3.669145,40.421005
26784081,,-3.674388,40.421432
26784091,,-3.674383,40.421501
26784094,,-3.669118,40.421234
26784112,,-3.672928,40.420205
26784118,,-3.682328,40.421208
26784147,,-3.669175,40.421173
26784166,1000,-3.679517,40.420526
2679640383,1007,-3.686688,40.435512
2679640385,1007,-3.686493,40.435641
2679640387,,-3.687095,40.43571
2679640389,,-3.686934,40.435773
2679640393,1006,-3.687263,40.436124
2679640394,1006,-3.687611,40.436147
2681475128,,-3.671678,40.42014
2688019415,1007,-3.6844,40.438445
2688019416,1007,-3.684958,40.438137
2688019420,1007,-3.685104,40.437735
2688019426,1007,-3.684404,40.43829
2688019428,1007,-3.683273,40.438891
2693214178,,-3.673192,40.438818
2697225526,,-3.672139,40.42229
2700622628,,-3.678052,40.422589
2702178795,,-3.6734,40.422356
2702178799,,-3.67347,40.422359
27509096,1007,-3.67588,40.435775
27509097,1002,-3.673355,40.433404
27509098,1002,-3.672653,40.432567
27509099,1002,-3.672231,40.432057
27509100,1002,-3.671917,40.431668
27509101,1002,-3.671768,40.431732
27509102,1002,-3.672167,40.432213
27509103,1002,-3.672593,40.432707
27509104,1002,-3.673259,40.433509
27509105,1007,-3.675236,40.435431
27512792,,-3.670402,40.429801
27512793,,-3.670473,40.430297
