,edge_id,lane_id,lane_index,lane_length,lane_shape,lane_speed
207,:0/2_11,:0/2_11_2,2,22.70,"31.65,318.65 31.65,325.39 31.65,330.00 31.65,334.61 31.65,341.35",13.90
208,:0/2_14,:0/2_14_0,0,7.47,"31.65,318.65 30.84,324.34 29.95,325.82",13.90
209,:0/2_15,:0/2_15_0,0,2.41,"31.65,318.65 30.82,319.89 30.00,320.30",13.90
210,:0/2_22,:0/2_22_0,0,13.50,"29.95,325.82 28.40,328.40 24.34,330.84 18.65,331.65",13.90
211,:0/2_23,:0/2_23_0,0,2.41,"30.00,320.30 29.18,319.89 28.35,318.65",13.90
212,:0/2_16,:0/2_16_0,0,5.00,"18.65,321.75 20.01,321.56 20.98,320.98 21.56,320.01 21.75,318.65",13.90
213,:0/2_17,:0/2_17_0,0,22.70,"18.65,325.05 25.39,325.05 30.00,325.05 34.61,325.05 41.35,325.05",13.90
214,:0/2_18,:0/2_18_0,0,20.97,"18.65,328.35 24.34,329.16 28.40,331.60 30.84,335.66 31.65,341.35",13.90
215,:0/2_19,:0/2_19_0,0,4.82,"18.65,328.35 19.89,329.17 20.30,330.00 19.89,330.82 18.65,331.65",13.90
216,:0/3_0,:0/3_0_0,0,5.00,"21.75,491.35 21.56,489.99 20.98,489.02 20.01,488.44 18.65,488.25",13.90
217,:0/3_1,:0/3_1_0,0,22.70,"21.75,491.35 21.75,484.61 21.75,480.00 21.75,475.39 21.75,468.65",13.90
218,:0/3_1,:0/3_1_1,1,22.70,"25.05,491.35 25.05,484.61 25.05,480.00 25.05,475.39 25.05,468.65",13.90
219,:0/3_1,:0/3_1_2,2,22.70,"28.35,491.35 28.35,484.61 28.35,480.00 28.35,475.39 28.35,468.65",13.90
220,:0/3_4,:0/3_4_0,0,7.47,"28.35,491.35 29.16,485.66 30.05,484.18",13.90
221,:0/3_5,:0/3_5_0,0,2.41,"28.35,491.35 29.17,490.11 30.00,489.70",13.90
222,:0/3_20,:0/3_20_0,0,13.50,"30.05,484.18 31.60,481.60 35.66,479.16 41.35,478.35",13.90
223,:0/3_21,:0/3_21_0,0,2.41,"30.00,489.70 30.82,490.11 31.65,491.35",13.90
224,:0/3_6,:0/3_6_0,0,5.00,"41.35,488.25 39.99,488.44 39.03,489.02 38.44,489.99 38.25,491.35",13.90
225,:0/3_7,:0/3_7_0,0,22.70,"41.35,484.95 34.61,484.95 30.00,484.95 25.39,484.95 18.65,484.95",13.90
226,:0/3_8,:0/3_8_0,0,20.97,"41.35,481.65 35.66,480.84 31.60,478.40 29.16,474.34 28.35,468.65",13.90
227,:0/3_9,:0/3_9_0,0,4.82,"41.35,481.65 40.11,480.82 39.70,480.00 40.11,479.18 41.35,478.35",13.90
228,:0/3_10,:0/3_10_0,0,5.00,"38.25,468.65 38.44,470.01 39.02,470.98 39.99,471.56 41.35,471.75",13.90
229,:0/3_11,:0/3_11_0,0,22.70,"38.25,468.65 38.25,475.39 38.25,480.00 38.25,484.61 38.25,491.35",13.90
230,:0/3_11,:0/3_11_1,1,22.70,"34.95,468.65 34.95,475.39 34.95,480.00 34.95,484.61 34.95,491.35",13.90
231,:0/3_11,:0/3_11_2,2,22.70,"31.65,468.65 31.65,475.39 31.65,480.00 31.65,484.61 31.65,491.35",13.90
232,:0/3_14,:0/3_14_0,0,7.47,"31.65,468.65 30.84,474.34 29.95,475.82",13.90
233,:0/3_15,:0/3_15_0,0,2.41,"31.65,468.65 30.82,469.89 30.00,470.30",13.90
234,:0/3_22,:0/3_22_0,0,13.50,"29.95,475.82 28.40,478.40 24.34,480.84 18.65,481.65",13.90
235,:0/3_23,:0/3_23_0,0,2.41,"30.00,470.30 29.18,469.89 28.35,468.65",13.90
236,:0/3_16,:0/3_16_0,0,5.00,"18.65,471.75 20.01,471.56 20.98,470.98 21.56,470.01 21.75,468.65",13.90
237,:0/3_17,:0/3_17_0,0,22.70,"18.65,475.05 25.39,475.05 30.00,475.05 34.61,475.05 41.35,475.05",13.90
238,:0/3_18,:0/3_18_0,0,20.97,"18.65,478.35 24.34,479.16 28.40,481.60 30.84,485.66 31.65,491.35",13.90
239,:0/3_19,:0/3_19_0,0,4.82,"18.65,478.35 19.89,479.18 20.30,480.00 19.89,480.82 18.65,481.65",13.90
240,:0/4_0,:0/4_0_0,0,5.00,"21.75,641.35 21.56,639.99 20.98,639.02 20.01,638.44 18.65,638.25",13.90
241,:0/4_1,:0/4_1_0,0,22.70,"21.75,641.35 21.75,634.61 21.75,630.00 21.75,625.39 21.75,618.65",13.90
242,:0/4_1,:0/4_1_1,1,22.70,"25.05,641.35 25.05,634.61 25.05,630.00 25.05,625.39 25.05,618.65",13.90
243,:0/4_1,:0/4_1_2,2,22.70,"28.35,641.35 28.35,634.61 28.35,630.00 28.35,625.39 28.35,618.65",13.90
244,:0/4_4,:0/4_4_0,0,7.47,"28.35,641.35 29.16,635.66 30.05,634.18",13.90
245,:0/4_5,:0/4_5_0,0,2.41,"28.35,641.35 29.17,640.11 30.00,639.70",13.90
246,:0/4_20,:0/4_20_0,0,13.50,"30.05,634.18 31.60,631.60 35.66,629.16 41.35,628.35",13.90
247,:0/4_21,:0/4_21_0,0,2.41,"30.00,639.70 30.82,640.11 31.65,641.35",13.90
248,:0/4_6,:0/4_6_0,0,5.00,"41.35,638.25 39.99,638.44 39.03,639.02 38.44,639.99 38.25,641.35",13.90
249,:0/4_7,:0/4_7_0,0,22.70,"41.35,634.95 34.61,634.95 30.00,634.95 25.39,634.95 18.65,634.95",13.90
250,:0/4_8,:0/4_8_0,0,20.97,"41.35,631.65 35.66,630.84 31.60,628.40 29.16,624.34 28.35,618.65",13.90
251,:0/4_9,:0/4_9_0,0,4.82,"41.35,631.65 40.11,630.82 39.70,630.00 40.11,629.17 41.35,628.35",13.90
252,:0/4_10,:0/4_10_0,0,5.00,"38.25,618.65 38.44,620.01 39.02,620.98 39.99,621.56 41.35,621.75",13.90
253,:0/4_11,:0/4_11_0,0,22.70,"38.25,618.65 38.25,625.39 38.25,630.00 38.25,634.61 38.25,641.35",13.90
254,:0/4_11,:0/4_11_1,1,22.70,"34.95,618.65 34.95,625.39 34.95,630.00 34.95,634.61 34.95,641.35",13.90
255,:0/4_11,:0/4_11_2,2,22.70,"31.65,618.65 31.65,625.39 31.65,630.00 31.65,634.61 31.65,641.35",13.90
256,:0/4_14,:0/4_14_0,0,7.47,"31.65,618.65 30.84,624.34 29.95,625.82",13.90
257,:0/4_15,:0/4_15_0,0,2.41,"31.65,618.65 30.82,619.89 30.00,620.30",13.90
258,:0/4_22,:0/4_22_0,0,13.50,"29.95,625.82 28.40,628.40 24.34,630.84 18.65,631.65",13.90
259,:0/4_23,:0/4_23_0,0,2.41,"30.00,620.30 29.18,619.89 28.35,618.65",13.90
260,:0/4_16,:0/4_16_0,0,5.00,"18.65,621.75 20.01,621.56 20.98,620.98 21.56,620.01 21.75,618.65",13.90
261,:0/4_17,:0/4_17_0,0,22.70,"18.65,625.05 25.39,625.05 30.00,625.05 34.61,625.05 41.35,625.05",13.90
262,:0/4_18,:0/4_18_0,0,20.97,"18.65,628.35 24.34,629.16 28.40,631.60 30.84,635.66 31.65,641.35",13.90
263,:0/4_19,:0/4_19_0,0,4.82,"18.65,628.35 19.89,629.18 20.30,630.00 19.89,630.83 18.65,631.65",13.90
264,:0/5_0,:0/5_0_0,0,5.00,"21.75,791.35 21.56,789.99 20.98,789.02 20.01,788.44 18.65,788.25",13.90
265,:0/5_1,:0/5_1_0,0,22.70,"21.75,791.35 21.75,784.61 21.75,780.00 21.75,775.39 21.75,768.65",13.90
266,:0/5_1,:0/5_1_1,1,22.70,"25.05,791.35 25.05,784.61 25.05,780.00 25.05,775.39 25.05,768.65",13.90
267,:0/5_1,:0/5_1_2,2,22.70,"28.35,791.35 28.35,784.61 28.35,780.00 28.35,775.39 28.35,768.65",13.90
268,:0/5_4,:0/5_4_0,0,7.47,"28.35,791.35 29.16,785.66 30.05,784.18",13.90
269,:0/5_5,:0/5_5_0,0,2.41,"28.35,791.35 29.17,790.11 30.00,789.70",13.90
270,:0/5_20,:0/5_20_0,0,13.50,"30.05,784.18 31.60,781.60 35.66,779.16 41.35,778.35",13.90
271,:0/5_21,:0/5_21_0,0,2.41,"30.00,789.70 30.82,790.11 31.65,791.35",13.90
272,:0/5_6,:0/5_6_0,0,5.00,"41.35,788.25 39.99,788.44 39.03,789.02 38.44,789.99 38.25,791.35",13.90
273,:0/5_7,:0/5_7_0,0,22.70,"41.35,784.95 34.61,784.95 30.00,784.95 25.39,784.95 18.65,784.95",13.90
274,:0/5_8,:0/5_8_0,0,20.97,"41.35,781.65 35.66,780.84 31.60,778.40 29.16,774.34 28.35,768.65",13.90
275,:0/5_9,:0/5_9_0,0,4.82,"41.35,781.65 40.11,780.82 39.70,780.00 40.11,779.17 41.35,778.35",13.90
276,:0/5_10,:0/5_10_0,0,5.00,"38.25,768.65 38.44,770.01 39.02,770.98 39.99,771.56 41.35,771.75",13.90
277,:0/5_11,:0/5_11_0,0,22.70,"38.25,768.65 38.25,775.39 38.25,780.00 38.25,784.61 38.25,791.35",13.90
278,:0/5_11,:0/5_11_1,1,22.70,"34.95,768.65 34.95,775.39 34.95,780.00 34.95,784.61 34.95,791.35",13.90
279,:0/5_11,:0/5_11_2,2,22.70,"31.65,768.65 31.65,775.39 31.65,780.00 31.65,784.61 31.65,791.35",13.90
280,:0/5_14,:0/5_14_0,0,7.47,"31.65,768.65 30.84,774.34 29.95,775.82",13.90
281,:0/5_15,:0/5_15_0,0,2.41,"31.65,768.65 30.82,769.89 30.00,770.30",13.90
282,:0/5_22,:0/5_22_0,0,13.50,"29.95,775.82 28.40,778.40 24.34,780.84 18.65,781.65",13.90
283,:0/5_23,:0/5_23_0,0,2.41,"30.00,770.30 29.18,769.89 28.35,768.65",13.90
284,:0/5_16,:0/5_16_0,0,5.00,"18.65,771.75 20.01,771.56 20.98,770.98 21.56,770.01 21.75,768.65",13.90
285,:0/5_17,:0/5_17_0,0,22.70,"18.65,775.05 25.39,775.05 30.00,775.05 34.61,775.05 41.35,775.05",13.90
286,:0/5_18,:0/5_18_0,0,20.97,"18.65,778.35 24.34,779.16 28.40,781.60 30.84,785.66 31.65,791.35",13.90
287,:0/5_19,:0/5_19_0,0,4.82,"18.65,778.35 19.89,779.18 20.30,780.00 19.89,780.83 18.65,781.65",13.90
288,:0/6_0,:0/6_0_0,0,5.00,"21.75,941.35 21.56,939.99 20.98,939.02 20.01,938.44 18.65,938.25",13.90
289,:0/6_1,:0/6_1_0,0,22.70,"21.75,941.35 21.75,934.61 21.75,930.00 21.75,925.39 21.75,918.65",13.90
290,:0/6_1,:0/6_1_1,1,22.70,"25.05,941.35 25.05,934.61 25.05,930.00 25.05,925.39 25.05,918.65",13.90
291,:0/6_1,:0/6_1_2,2,22.70,"28.35,941.35 28.35,934.61 28.35,930.00 28.35,925.39 28.35,918.65",13.90
292,:0/6_4,:0/6_4_0,0,7.47,"28.35,941.35 29.16,935.66 30.05,934.18",13.90
293,:0/6_5,:0/6_5_0,0,2.41,"28.35,941.35 29.17,940.11 30.00,939.70",13.90
294,:0/6_20,:0/6_20_0,0,13.50,"30.05,934.18 31.60,931.60 35.66,929.16 41.35,928.35",13.90
295,:0/6_21,:0/6_21_0,0,2.41,"30.00,939.70 30.82,940.11 31.65,941.35",13.90
296,:0/6_6,:0/6_6_0,0,5.00,"41.35,938.25 39.99,938.44 39.02,939.02 38.44,939.99 38.25,941.35",13.90
297,:0/6_7,:0/6_7_0,0,22.70,"41.35,934.95 34.61,934.95 30.00,934.95 25.39,934.95 18.65,934.95",13.90
298,:0/6_8,:0/6_8_0,0,20.97,"41.35,931.65 35.66,930.84 31.60,928.40 29.16,924.34 28.35,918.65",13.90
299,:0/6_9,:0/6_9_0,0,4.82,"41.35,931.65 40.11,930.83 39.70,930.00 40.11,929.17 41.35,928.35",13.90
300,:0/6_10,:0/6_10_0,0,5.00,"38.25,918.65 38.44,920.01 39.02,920.98 39.99,921.56 41.35,921.75",13.90
301,:0/6_11,:0/6_11_0,0,22.70,"38.25,918.65 38.25,925.39 38.25,930.00 38.25,934.61 38.25,941.35",13.90
302,:0/6_11,:0/6_11_1,1,22.70,"34.95,918.65 34.95,925.39 34.95,930.00 34.95,934.61 34.95,941.35",13.90
303,:0/6_11,:0/6_11_2,2,22.70,"31.65,918.65 31.65,925.39 31.65,930.00 31.65,934.61 31.65,941.35",13.90
304,:0/6_14,:0/6_14_0,0,7.47,"31.65,918.65 30.84,924.34 29.95,925.82",13.90
305,:0/6_15,:0/6_15_0,0,2.41,"31.65,918.65 30.82,919.89 30.00,920.30",13.90
306,:0/6_22,:0/6_22_0,0,13.50,"29.95,925.82 28.40,928.40 24.34,930.84 18.65,931.65",13.90
307,:0/6_23,:0/6_23_0,0,2.41,"30.00,920.30 29.18,919.89 28.35,918.65",13.90
308,:0/6_16,:0/6_16_0,0,5.00,"18.65,921.75 20.01,921.56 20.98,920.98 21.56,920.01 21.75,918.65",13.90
309,:0/6_17,:0/6_17_0,0,22.70,"18.65,925.05 25.39,925.05 30.00,925.05 34.61,925.05 41.35,925.05",13.90
310,:0/6_18,:0/6_18_0,0,20.97,"18.65,928.35 24.34,929.16 28.40,931.60 30.84,935.66 31.65,941.35",13.90
311,:0/6_19,:0/6_19_0,0,4.82,"18.65,928.35 19.89,929.17 20.30,930.00 19.89,930.83 18.65,931.65",13.90
312,:0/7_0,:0/7_0_0,0,5.00,"21.75,1091.35 21.56,1089.99 20.98,1089.03 20.01,1088.44 18.65,1088.25",13.90
313,:0/7_1,:0/7_1_0,0,22.70,"21.75,1091.35 21.75,1084.61 21.75,1080.00 21.75,1075.39 21.75,1068.65",13.90
314,:0/7_1,:0/7_1_1,1,22.70,"25.05,1091.35 25.05,1084.61 25.05,1080.00 25.05,1075.39 25.05,1068.65",13.90
315,:0/7_1,:0/7_1_2,2,22.70,"28.35,1091.35 28.35,1084.61 28.35,1080.00 28.35,1075.39 28.35,1068.65",13.90
316,:0/7_4,:0/7_4_0,0,7.47,"28.35,1091.35 29.16,1085.66 30.05,1084.18",13.90
317,:0/7_5,:0/7_5_0,0,2.41,"28.35,1091.35 29.17,1090.11 30.00,1089.70",13.90
318,:0/7_20,:0/7_20_0,0,13.50,"30.05,1084.18 31.60,1081.60 35.66,1079.16 41.35,1078.35",13.90
319,:0/7_21,:0/7_21_0,0,2.41,"30.00,1089.70 30.82,1090.11 31.65,1091.35",13.90
320,:0/7_6,:0/7_6_0,0,5.00,"41.35,1088.25 39.99,1088.44 39.02,1089.03 38.44,1089.99 38.25,1091.35",13.90
321,:0/7_7,:0/7_7_0,0,22.70,"41.35,1084.95 34.61,1084.95 30.00,1084.95 25.39,1084.95 18.65,1084.95",13.90
322,:0/7_8,:0/7_8_0,0,20.97,"41.35,1081.65 35.66,1080.84 31.60,1078.40 29.16,1074.34 28.35,1068.65",13.90
323,:0/7_9,:0/7_9_0,0,4.82,"41.35,1081.65 40.11,1080.83 39.70,1080.00 40.11,1079.18 41.35,1078.35",13.90
324,:0/7_10,:0/7_10_0,0,5.00,"38.25,1068.65 38.44,1070.01 39.02,1070.97 39.99,1071.56 41.35,1071.75",13.90
325,:0/7_11,:0/7_11_0,0,22.70,"38.25,1068.65 38.25,1075.39 38.25,1080.00 38.25,1084.61 38.25,1091.35",13.90
326,:0/7_11,:0/7_11_1,1,22.70,"34.95,1068.65 34.95,1075.39 34.95,1080.00 34.95,1084.61 34.95,1091.35",13.90
327,:0/7_11,:0/7_11_2,2,22.70,"31.65,1068.65 31.65,1075.39 31.65,1080.00 31.65,1084.61 31.65,1091.35",13.90
328,:0/7_14,:0/7_14_0,0,7.47,"31.65,1068.65 30.84,1074.34 29.95,1075.82",13.90
329,:0/7_15,:0/7_15_0,0,2.41,"31.65,1068.65 30.82,1069.89 30.00,1070.30",13.90
330,:0/7_22,:0/7_22_0,0,13.50,"29.95,1075.82 28.40,1078.40 24.34,1080.84 18.65,1081.65",13.90
331,:0/7_23,:0/7_23_0,0,2.41,"30.00,1070.30 29.18,1069.89 28.35,1068.65",13.90
332,:0/7_16,:0/7_16_0,0,5.00,"18.65,1071.75 20.01,1071.56 20.98,1070.97 21.56,1070.01 21.75,1068.65",13.90
333,:0/7_17,:0/7_17_0,0,22.70,"18.65,1075.05 25.39,1075.05 30.00,1075.05 34.61,1075.05 41.35,1075.05",13.90
334,:0/7_18,:0/7_18_0,0,20.97,"18.65,1078.35 24.34,1079.16 28.40,1081.60 30.84,1085.66 31.65,1091.35",13.90
335,:0/7_19,:0/7_19_0,0,4.82,"18.65,1078.35 19.89,1079.18 20.30,1080.00 19.89,1080.83 18.65,1081.65",13.90
336,:0/8_0,:0/8_0_0,0,5.00,"21.75,1241.35 21.56,1239.99 20.98,1239.03 20.01,1238.44 18.65,1238.25",13.90
337,:0/8_1,:0/8_1_0,0,22.70,"21.75,1241.35 21.75,1234.61 21.75,1230.00 21.75,1225.39 21.75,1218.65",13.90
338,:0/8_1,:0/8_1_1,1,22.70,"25.05,1241.35 25.05,1234.61 25.05,1230.00 25.05,1225.39 25.05,1218.65",13.90
339,:0/8_1,:0/8_1_2,2,22.70,"28.35,1241.35 28.35,1234.61 28.35,1230.00 28.35,1225.39 28.35,1218.65",13.90
340,:0/8_4,:0/8_4_0,0,7.47,"28.35,1241.35 29.16,1235.66 30.05,1234.18",13.90
341,:0/8_5,:0/8_5_0,0,2.41,"28.35,1241.35 29.17,1240.11 30.00,1239.70",13.90
342,:0/8_20,:0/8_20_0,0,13.50,"30.05,1234.18 31.60,1231.60 35.66,1229.16 41.35,1228.35",13.90
343,:0/8_21,:0/8_21_0,0,2.41,"30.00,1239.70 30.82,1240.11 31.65,1241.35",13.90
344,:0/8_6,:0/8_6_0,0,5.00,"41.35,1238.25 39.99,1238.44 39.02,1239.03 38.44,1239.99 38.25,1241.35",13.90
345,:0/8_7,:0/8_7_0,0,22.70,"41.35,1234.95 34.61,1234.95 30.00,1234.95 25.39,1234.95 18.65,1234.95",13.90
346,:0/8_8,:0/8_8_0,0,20.97,"41.35,1231.65 35.66,1230.84 31.60,1228.40 29.16,1224.34 28.35,1218.65",13.90
347,:0/8_9,:0/8_9_0,0,4.82,"41.35,1231.65 40.11,1230.82 39.70,1230.00 40.11,1229.18 41.35,1228.35",13.90
348,:0/8_10,:0/8_10_0,0,5.00,"38.25,1218.65 38.44,1220.01 39.02,1220.97 39.99,1221.56 41.35,1221.75",13.90
349,:0/8_11,:0/8_11_0,0,22.70,"38.25,1218.65 38.25,1225.39 38.25,1230.00 38.25,1234.61 38.25,1241.35",13.90
350,:0/8_11,:0/8_11_1,1,22.70,"34.95,1218.65 34.95,1225.39 34.95,1230.00 34.95,1234.61 34.95,1241.35",13.90
351,:0/8_11,:0/8_11_2,2,22.70,"31.65,1218.65 31.65,1225.39 31.65,1230.00 31.65,1234.61 31.65,1241.35",13.90
352,:0/8_14,:0/8_14_0,0,7.47,"31.65,1218.65 30.84,1224.34 29.95,1225.82",13.90
353,:0/8_15,:0/8_15_0,0,2.41,"31.65,1218.65 30.82,1219.89 30.00,1220.30",13.90
354,:0/8_22,:0/8_22_0,0,13.50,"29.95,1225.82 28.40,1228.40 24.34,1230.84 18.65,1231.65",13.90
355,:0/8_23,:0/8_23_0,0,2.41,"30.00,1220.30 29.18,1219.89 28.35,1218.65",13.90
356,:0/8_16,:0/8_16_0,0,5.00,"18.65,1221.75 20.01,1221.56 20.98,1220.97 21.56,1220.01 21.75,1218.65",13.90
357,:0/8_17,:0/8_17_0,0,22.70,"18.65,1225.05 25.39,1225.05 30.00,1225.05 34.61,1225.05 41.35,1225.05",13.90
358,:0/8_18,:0/8_18_0,0,20.97,"18.65,1228.35 24.34,1229.16 28.40,1231.60 30.84,1235.66 31.65,1241.35",13.90
359,:0/8_19,:0/8_19_0,0,4.82,"18.65,1228.35 19.89,1229.18 20.30,1230.00 19.89,1230.83 18.65,1231.65",13.90
360,:0/9_0,:0/9_0_0,0,5.00,"21.75,1391.35 21.56,1389.99 20.98,1389.03 20.01,1388.44 18.65,1388.25",13.90
361,:0/9_1,:0/9_1_0,0,22.70,"21.75,1391.35 21.75,1384.61 21.75,1380.00 21.75,1375.39 21.75,1368.65",13.90
362,:0/9_1,:0/9_1_1,1,22.70,"25.05,1391.35 25.05,1384.61 25.05,1380.00 25.05,1375.39 25.05,1368.65",13.90
363,:0/9_1,:0/9_1_2,2,22.70,"28.35,1391.35 28.35,1384.61 28.35,1380.00 28.35,1375.39 28.35,1368.65",13.90
364,:0/9_4,:0/9_4_0,0,7.47,"28.35,1391.35 29.16,1385.66 30.05,1384.18",13.90
365,:0/9_5,:0/9_5_0,0,2.41,"28.35,1391.35 29.17,1390.11 30.00,1389.70",13.90
366,:0/9_20,:0/9_20_0,0,13.50,"30.05,1384.18 31.60,1381.60 35.66,1379.16 41.35,1378.35",13.90
367,:0/9_21,:0/9_21_0,0,2.41,"30.00,1389.70 30.82,1390.11 31.65,1391.35",13.90
368,:0/9_6,:0/9_6_0,0,5.00,"41.35,1388.25 39.99,1388.44 39.02,1389.03 38.44,1389.99 38.25,1391.35",13.90
369,:0/9_7,:0/9_7_0,0,22.70,"41.35,1384.95 34.61,1384.95 30.00,1384.95 25.39,1384.95 18.65,1384.95",13.90
370,:0/9_8,:0/9_8_0,0,20.97,"41.35,1381.65 35.66,1380.84 31.60,1378.40 29.16,1374.34 28.35,1368.65",13.90
371,:0/9_9,:0/9_9_0,0,4.82,"41.35,1381.65 40.11,1380.82 39.70,1380.00 40.11,1379.18 41.35,1378.35",13.90
372,:0/9_10,:0/9_10_0,0,5.00,"38.25,1368.65 38.44,1370.01 39.02,1370.97 39.99,1371.56 41.35,1371.75",13.90
373,:0/9_11,:0/9_11_0,0,22.70,"38.25,1368.65 38.25,1375.39 38.25,1380.00 38.25,1384.61 38.25,1391.35",13.90
374,:0/9_11,:0/9_11_1,1,22.70,"34.95,1368.65 34.95,1375.39 34.95,1380.00 34.95,1384.61 34.95,1391.35",13.90
375,:0/9_11,:0/9_11_2,2,22.70,"31.65,1368.65 31.65,1375.39 31.65,1380.00 31.65,1384.61 31.65,1391.35",13.90
376,:0/9_14,:0/9_14_0,0,7.47,"31.65,1368.65 30.84,1374.34 29.95,1375.82",13.90
377,:0/9_15,:0/9_15_0,0,2.41,"31.65,1368.65 30.82,1369.89 30.00,1370.30",13.90
378,:0/9_22,:0/9_22_0,0,13.50,"29.95,1375.82 28.40,1378.40 24.34,1380.84 18.65,1381.65",13.90
379,:0/9_23,:0/9_23_0,0,2.41,"30.00,1370.30 29.18,1369.89 28.35,1368.65",13.90
380,:0/9_16,:0/9_16_0,0,5.00,"18.65,1371.75 20.01,1371.56 20.98,1370.97 21.56,1370.01 21.75,1368.65",13.90
381,:0/9_17,:0/9_17_0,0,22.70,"18.65,1375.05 25.39,1375.05 30.00,1375.05 34.61,1375.05 41.35,1375.05",13.90
382,:0/9_18,:0/9_18_0,0,20.97,"18.65,1378.35 24.34,1379.16 28.40,1381.60 30.84,1385.66 31.65,1391.35",13.90
383,:0/9_19,:0/9_19_0,0,4.82,"18.65,1378.35 19.89,1379.18 20.30,1380.00 19.89,1380.83 18.65,1381.65",13.90
384,:1/0_0,:1/0_0_0,0,5.00,"171.75,41.35 171.56,39.99 170.97,39.03 170.01,38.44 168.65,38.25",13.90
385,:1/0_1,:1/0_1_0,0,22.70,"171.75,41.35 171.75,34.61 171.75,30.00 171.75,25.39 171.75,18.65",13.90
386,:1/0_1,:1/0_1_1,1,22.70,"175.05,41.35 175.05,34.61 175.05,30.00 175.05,25.39 175.05,18.65",13.90
387,:1/0_1,:1/0_1_2,2,22.70,"178.35,41.35 178.35,34.61 178.35,30.00 178.35,25.39 178.35,18.65",13.90
388,:1/0_4,:1/0_4_0,0,7.47,"178.35,41.35 179.16,35.66 180.05,34.18",13.90
389,:1/0_5,:1/0_5_0,0,2.41,"178.35,41.35 179.17,40.11 180.00,39.70",13.90
390,:1/0_20,:1/0_20_0,0,13.50,"180.05,34.18 181.60,31.60 185.66,29.16 191.35,28.35",13.90
391,:1/0_21,:1/0_21_0,0,2.41,"180.00,39.70 180.82,40.11 181.65,41.35",13.90
392,:1/0_6,:1/0_6_0,0,5.00,"191.35,38.25 189.99,38.44 189.03,39.02 188.44,39.99 188.25,41.35",13.90
393,:1/0_7,:1/0_7_0,0,22.70,"191.35,34.95 184.61,34.95 180.00,34.95 175.39,34.95 168.65,34.95",13.90
394,:1/0_8,:1/0_8_0,0,20.97,"191.35,31.65 185.66,30.84 181.60,28.40 179.16,24.34 178.35,18.65",13.90
395,:1/0_9,:1/0_9_0,0,4.82,"191.35,31.65 190.11,30.82 189.70,30.00 190.11,29.18 191.35,28.35",13.90
396,:1/0_10,:1/0_10_0,0,5.00,"188.25,18.65 188.44,20.01 189.03,20.98 189.99,21.56 191.35,21.75",13.90
397,:1/0_11,:1/0_11_0,0,22.70,"188.25,18.65 188.25,25.39 188.25,30.00 188.25,34.61 188.25,41.35",13.90
398,:1/0_11,:1/0_11_1,1,22.70,"184.95,18.65 184.95,25.39 184.95,30.00 184.95,34.61 184.95,41.35",13.90
399,:1/0_11,:1/0_11_2,2,22.70,"181.65,18.65 181.65,25.39 181.65,30.00 181.65,34.61 181.65,41.35",13.90
400,:1/0_14,:1/0_14_0,0,7.47,"181.65,18.65 180.84,24.34 179.95,25.82",13.90
401,:1/0_15,:1/0_15_0,0,2.41,"181.65,18.65 180.83,19.89 180.00,20.30",13.90
402,:1/0_22,:1/0_22_0,0,13.50,"179.95,25.82 178.40,28.40 174.34,30.84 168.65,31.65",13.90
403,:1/0_23,:1/0_23_0,0,2.41,"180.00,20.30 179.18,19.89 178.35,18.65",13.90
404,:1/0_16,:1/0_16_0,0,5.00,"168.65,21.75 170.01,21.56 170.97,20.98 171.56,20.01 171.75,18.65",13.90
405,:1/0_17,:1/0_17_0,0,22.70,"168.65,25.05 175.39,25.05 180.00,25.05 184.61,25.05 191.35,25.05",13.90
406,:1/0_18,:1/0_18_0,0,20.97,"168.65,28.35 174.34,29.16 178.40,31.60 180.84,35.66 181.65,41.35",13.90
407,:1/0_19,:1/0_19_0,0,4.82,"168.65,28.35 169.89,29.17 170.30,30.00 169.89,30.82 168.65,31.65",13.90
408,:1/1_0,:1/1_0_0,0,5.00,"171.75,191.35 171.56,189.99 170.97,189.03 170.01,188.44 168.65,188.25",13.90
409,:1/1_1,:1/1_1_0,0,22.70,"171.75,191.35 171.75,184.61 171.75,180.00 171.75,175.39 171.75,168.65",13.90
410,:1/1_1,:1/1_1_1,1,22.70,"175.05,191.35 175.05,184.61 175.05,180.00 175.05,175.39 175.05,168.65",13.90
411,:1/1_1,:1/1_1_2,2,22.70,"178.35,191.35 178.35,184.61 178.35,180.00 178.35,175.39 178.35,168.65",13.90
412,:1/1_4,:1/1_4_0,0,7.47,"178.35,191.35 179.16,185.66 180.05,184.18",13.90
413,:1/1_5,:1/1_5_0,0,2.41,"178.35,191.35 179.17,190.11 180.00,189.70",13.90
414,:1/1_20,:1/1_20_0,0,13.50,"180.05,184.18 181.60,181.60 185.66,179.16 191.35,178.35",13.90
415,:1/1_21,:1/1_21_0,0,2.41,"180.00,189.70 180.82,190.11 181.65,191.35",13.90
416,:1/1_6,:1/1_6_0,0,5.00,"191.35,188.25 189.99,188.44 189.03,189.03 188.44,189.99 188.25,191.35",13.90
417,:1/1_7,:1/1_7_0,0,22.70,"191.35,184.95 184.61,184.95 180.00,184.95 175.39,184.95 168.65,184.95",13.90
418,:1/1_8,:1/1_8_0,0,20.97,"191.35,181.65 185.66,180.84 181.60,178.40 179.16,174.34 178.35,168.65",13.90
