,edge_id,lane_id,lane_index,lane_length,lane_shape,lane_speed
2436,:14/13_10,:14/13_10_0,0,5.00,"2138.25,1968.65 2138.44,1970.01 2139.03,1970.97 2139.99,1971.56 2141.35,1971.75",13.90
2437,:14/13_11,:14/13_11_0,0,22.70,"2138.25,1968.65 2138.25,1975.39 2138.25,1980.00 2138.25,1984.61 2138.25,1991.35",13.90
2438,:14/13_11,:14/13_11_1,1,22.70,"2134.95,1968.65 2134.95,1975.39 2134.95,1980.00 2134.95,1984.61 2134.95,1991.35",13.90
2439,:14/13_11,:14/13_11_2,2,22.70,"2131.65,1968.65 2131.65,1975.39 2131.65,1980.00 2131.65,1984.61 2131.65,1991.35",13.90
2440,:14/13_14,:14/13_14_0,0,7.47,"2131.65,1968.65 2130.84,1974.34 2129.95,1975.82",13.90
2441,:14/13_15,:14/13_15_0,0,2.41,"2131.65,1968.65 2130.83,1969.89 2130.00,1970.30",13.90
2442,:14/13_22,:14/13_22_0,0,13.50,"2129.95,1975.82 2128.40,1978.40 2124.34,1980.84 2118.65,1981.65",13.90
2443,:14/13_23,:14/13_23_0,0,2.41,"2130.00,1970.30 2129.17,1969.89 2128.35,1968.65",13.90
2444,:14/13_16,:14/13_16_0,0,5.00,"2118.65,1971.75 2120.01,1971.56 2120.97,1970.97 2121.56,1970.01 2121.75,1968.65",13.90
2445,:14/13_17,:14/13_17_0,0,22.70,"2118.65,1975.05 2125.39,1975.05 2130.00,1975.05 2134.61,1975.05 2141.35,1975.05",13.90
2446,:14/13_18,:14/13_18_0,0,20.97,"2118.65,1978.35 2124.34,1979.16 2128.40,1981.60 2130.84,1985.66 2131.65,1991.35",13.90
2447,:14/13_19,:14/13_19_0,0,4.82,"2118.65,1978.35 2119.89,1979.18 2120.30,1980.00 2119.89,1980.83 2118.65,1981.65",13.90
2448,:14/14_0,:14/14_0_0,0,5.00,"2121.75,2141.35 2121.56,2139.99 2120.97,2139.03 2120.01,2138.44 2118.65,2138.25",13.90
2449,:14/14_1,:14/14_1_0,0,22.70,"2121.75,2141.35 2121.75,2134.61 2121.75,2130.00 2121.75,2125.39 2121.75,2118.65",13.90
2450,:14/14_1,:14/14_1_1,1,22.70,"2125.05,2141.35 2125.05,2134.61 2125.05,2130.00 2125.05,2125.39 2125.05,2118.65",13.90
2451,:14/14_1,:14/14_1_2,2,22.70,"2128.35,2141.35 2128.35,2134.61 2128.35,2130.00 2128.35,2125.39 2128.35,2118.65",13.90
2452,:14/14_4,:14/14_4_0,0,7.47,"2128.35,2141.35 2129.16,2135.66 2130.05,2134.18",13.90
2453,:14/14_5,:14/14_5_0,0,2.41,"2128.35,2141.35 2129.17,2140.11 2130.00,2139.70",13.90
2454,:14/14_20,:14/14_20_0,0,13.50,"2130.05,2134.18 2131.60,2131.60 2135.66,2129.16 2141.35,2128.35",13.90
2455,:14/14_21,:14/14_21_0,0,2.41,"2130.00,2139.70 2130.83,2140.11 2131.65,2141.35",13.90
2456,:14/14_6,:14/14_6_0,0,5.00,"2141.35,2138.25 2139.99,2138.44 2139.03,2139.03 2138.44,2139.99 2138.25,2141.35",13.90
2457,:14/14_7,:14/14_7_0,0,22.70,"2141.35,2134.95 2134.61,2134.95 2130.00,2134.95 2125.39,2134.95 2118.65,2134.95",13.90
2458,:14/14_8,:14/14_8_0,0,20.97,"2141.35,2131.65 2135.66,2130.84 2131.60,2128.40 2129.16,2124.34 2128.35,2118.65",13.90
2459,:14/14_9,:14/14_9_0,0,4.82,"2141.35,2131.65 2140.11,2130.83 2139.70,2130.00 2140.11,2129.17 2141.35,2128.35",13.90
2460,:14/14_10,:14/14_10_0,0,5.00,"2138.25,2118.65 2138.44,2120.01 2139.03,2120.97 2139.99,2121.56 2141.35,2121.75",13.90
2461,:14/14_11,:14/14_11_0,0,22.70,"2138.25,2118.65 2138.25,2125.39 2138.25,2130.00 2138.25,2134.61 2138.25,2141.35",13.90
2462,:14/14_11,:14/14_11_1,1,22.70,"2134.95,2118.65 2134.95,2125.39 2134.95,2130.00 2134.95,2134.61 2134.95,2141.35",13.90
2463,:14/14_11,:14/14_11_2,2,22.70,"2131.65,2118.65 2131.65,2125.39 2131.65,2130.00 2131.65,2134.61 2131.65,2141.35",13.90
2464,:14/14_14,:14/14_14_0,0,7.47,"2131.65,2118.65 2130.84,2124.34 2129.95,2125.82",13.90
2465,:14/14_15,:14/14_15_0,0,2.41,"2131.65,2118.65 2130.83,2119.89 2130.00,2120.30",13.90
2466,:14/14_22,:14/14_22_0,0,13.50,"2129.95,2125.82 2128.40,2128.40 2124.34,2130.84 2118.65,2131.65",13.90
2467,:14/14_23,:14/14_23_0,0,2.41,"2130.00,2120.30 2129.17,2119.89 2128.35,2118.65",13.90
2468,:14/14_16,:14/14_16_0,0,5.00,"2118.65,2121.75 2120.01,2121.56 2120.97,2120.97 2121.56,2120.01 2121.75,2118.65",13.90
2469,:14/14_17,:14/14_17_0,0,22.70,"2118.65,2125.05 2125.39,2125.05 2130.00,2125.05 2134.61,2125.05 2141.35,2125.05",13.90
2470,:14/14_18,:14/14_18_0,0,20.97,"2118.65,2128.35 2124.34,2129.16 2128.40,2131.60 2130.84,2135.66 2131.65,2141.35",13.90
2471,:14/14_19,:14/14_19_0,0,4.82,"2118.65,2128.35 2119.89,2129.17 2120.30,2130.00 2119.89,2130.83 2118.65,2131.65",13.90
2472,:14/15_0,:14/15_0_0,0,5.00,"2121.75,2291.35 2121.56,2289.99 2120.97,2289.03 2120.01,2288.44 2118.65,2288.25",13.90
2473,:14/15_1,:14/15_1_0,0,22.70,"2121.75,2291.35 2121.75,2284.61 2121.75,2280.00 2121.75,2275.39 2121.75,2268.65",13.90
2474,:14/15_1,:14/15_1_1,1,22.70,"2125.05,2291.35 2125.05,2284.61 2125.05,2280.00 2125.05,2275.39 2125.05,2268.65",13.90
2475,:14/15_1,:14/15_1_2,2,22.70,"2128.35,2291.35 2128.35,2284.61 2128.35,2280.00 2128.35,2275.39 2128.35,2268.65",13.90
2476,:14/15_4,:14/15_4_0,0,7.47,"2128.35,2291.35 2129.16,2285.66 2130.05,2284.18",13.90
2477,:14/15_5,:14/15_5_0,0,2.41,"2128.35,2291.35 2129.17,2290.11 2130.00,2289.70",13.90
2478,:14/15_20,:14/15_20_0,0,13.50,"2130.05,2284.18 2131.60,2281.60 2135.66,2279.16 2141.35,2278.35",13.90
2479,:14/15_21,:14/15_21_0,0,2.41,"2130.00,2289.70 2130.83,2290.11 2131.65,2291.35",13.90
2480,:14/15_6,:14/15_6_0,0,5.00,"2141.35,2288.25 2139.99,2288.44 2139.03,2289.03 2138.44,2289.99 2138.25,2291.35",13.90
2481,:14/15_7,:14/15_7_0,0,22.70,"2141.35,2284.95 2134.61,2284.95 2130.00,2284.95 2125.39,2284.95 2118.65,2284.95",13.90
2482,:14/15_8,:14/15_8_0,0,20.97,"2141.35,2281.65 2135.66,2280.84 2131.60,2278.40 2129.16,2274.34 2128.35,2268.65",13.90
2483,:14/15_9,:14/15_9_0,0,4.82,"2141.35,2281.65 2140.11,2280.83 2139.70,2280.00 2140.11,2279.17 2141.35,2278.35",13.90
2484,:14/15_10,:14/15_10_0,0,5.00,"2138.25,2268.65 2138.44,2270.01 2139.03,2270.97 2139.99,2271.56 2141.35,2271.75",13.90
2485,:14/15_11,:14/15_11_0,0,22.70,"2138.25,2268.65 2138.25,2275.39 2138.25,2280.00 2138.25,2284.61 2138.25,2291.35",13.90
2486,:14/15_11,:14/15_11_1,1,22.70,"2134.95,2268.65 2134.95,2275.39 2134.95,2280.00 2134.95,2284.61 2134.95,2291.35",13.90
2487,:14/15_11,:14/15_11_2,2,22.70,"2131.65,2268.65 2131.65,2275.39 2131.65,2280.00 2131.65,2284.61 2131.65,2291.35",13.90
2488,:14/15_14,:14/15_14_0,0,7.47,"2131.65,2268.65 2130.84,2274.34 2129.95,2275.82",13.90
2489,:14/15_15,:14/15_15_0,0,2.41,"2131.65,2268.65 2130.83,2269.89 2130.00,2270.30",13.90
2490,:14/15_22,:14/15_22_0,0,13.50,"2129.95,2275.82 2128.40,2278.40 2124.34,2280.84 2118.65,2281.65",13.90
2491,:14/15_23,:14/15_23_0,0,2.41,"2130.00,2270.30 2129.17,2269.89 2128.35,2268.65",13.90
2492,:14/15_16,:14/15_16_0,0,5.00,"2118.65,2271.75 2120.01,2271.56 2120.97,2270.97 2121.56,2270.01 2121.75,2268.65",13.90
2493,:14/15_17,:14/15_17_0,0,22.70,"2118.65,2275.05 2125.39,2275.05 2130.00,2275.05 2134.61,2275.05 2141.35,2275.05",13.90
2494,:14/15_18,:14/15_18_0,0,20.97,"2118.65,2278.35 2124.34,2279.16 2128.40,2281.60 2130.84,2285.66 2131.65,2291.35",13.90
2495,:14/15_19,:14/15_19_0,0,4.82,"2118.65,2278.35 2119.89,2279.17 2120.30,2280.00 2119.89,2280.83 2118.65,2281.65",13.90
2496,:14/2_0,:14/2_0_0,0,5.00,"2121.75,341.35 2121.56,339.99 2120.97,339.02 2120.01,338.44 2118.65,338.25",13.90
2497,:14/2_1,:14/2_1_0,0,22.70,"2121.75,341.35 2121.75,334.61 2121.75,330.00 2121.75,325.39 2121.75,318.65",13.90
2498,:14/2_1,:14/2_1_1,1,22.70,"2125.05,341.35 2125.05,334.61 2125.05,330.00 2125.05,325.39 2125.05,318.65",13.90
2499,:14/2_1,:14/2_1_2,2,22.70,"2128.35,341.35 2128.35,334.61 2128.35,330.00 2128.35,325.39 2128.35,318.65",13.90
2500,:14/2_4,:14/2_4_0,0,7.47,"2128.35,341.35 2129.16,335.66 2130.05,334.18",13.90
2501,:14/2_5,:14/2_5_0,0,2.41,"2128.35,341.35 2129.17,340.11 2130.00,339.70",13.90
2502,:14/2_20,:14/2_20_0,0,13.50,"2130.05,334.18 2131.60,331.60 2135.66,329.16 2141.35,328.35",13.90
2503,:14/2_21,:14/2_21_0,0,2.41,"2130.00,339.70 2130.83,340.11 2131.65,341.35",13.90
2504,:14/2_6,:14/2_6_0,0,5.00,"2141.35,338.25 2139.99,338.44 2139.03,339.02 2138.44,339.99 2138.25,341.35",13.90
2505,:14/2_7,:14/2_7_0,0,22.70,"2141.35,334.95 2134.61,334.95 2130.00,334.95 2125.39,334.95 2118.65,334.95",13.90
2506,:14/2_8,:14/2_8_0,0,20.97,"2141.35,331.65 2135.66,330.84 2131.60,328.40 2129.16,324.34 2128.35,318.65",13.90
2507,:14/2_9,:14/2_9_0,0,4.82,"2141.35,331.65 2140.11,330.83 2139.70,330.00 2140.11,329.18 2141.35,328.35",13.90
2508,:14/2_10,:14/2_10_0,0,5.00,"2138.25,318.65 2138.44,320.01 2139.03,320.98 2139.99,321.56 2141.35,321.75",13.90
2509,:14/2_11,:14/2_11_0,0,22.70,"2138.25,318.65 2138.25,325.39 2138.25,330.00 2138.25,334.61 2138.25,341.35",13.90
2510,:14/2_11,:14/2_11_1,1,22.70,"2134.95,318.65 2134.95,325.39 2134.95,330.00 2134.95,334.61 2134.95,341.35",13.90
2511,:14/2_11,:14/2_11_2,2,22.70,"2131.65,318.65 2131.65,325.39 2131.65,330.00 2131.65,334.61 2131.65,341.35",13.90
2512,:14/2_14,:14/2_14_0,0,7.47,"2131.65,318.65 2130.84,324.34 2129.95,325.82",13.90
2513,:14/2_15,:14/2_15_0,0,2.41,"2131.65,318.65 2130.83,319.89 2130.00,320.30",13.90
2514,:14/2_22,:14/2_22_0,0,13.50,"2129.95,325.82 2128.40,328.40 2124.34,330.84 2118.65,331.65",13.90
2515,:14/2_23,:14/2_23_0,0,2.41,"2130.00,320.30 2129.17,319.89 2128.35,318.65",13.90
2516,:14/2_16,:14/2_16_0,0,5.00,"2118.65,321.75 2120.01,321.56 2120.97,320.98 2121.56,320.01 2121.75,318.65",13.90
2517,:14/2_17,:14/2_17_0,0,22.70,"2118.65,325.05 2125.39,325.05 2130.00,325.05 2134.61,325.05 2141.35,325.05",13.90
2518,:14/2_18,:14/2_18_0,0,20.97,"2118.65,328.35 2124.34,329.16 2128.40,331.60 2130.84,335.66 2131.65,341.35",13.90
2519,:14/2_19,:14/2_19_0,0,4.82,"2118.65,328.35 2119.89,329.17 2120.30,330.00 2119.89,330.82 2118.65,331.65",13.90
2520,:14/3_0,:14/3_0_0,0,5.00,"2121.75,491.35 2121.56,489.99 2120.97,489.02 2120.01,488.44 2118.65,488.25",13.90
2521,:14/3_1,:14/3_1_0,0,22.70,"2121.75,491.35 2121.75,484.61 2121.75,480.00 2121.75,475.39 2121.75,468.65",13.90
2522,:14/3_1,:14/3_1_1,1,22.70,"2125.05,491.35 2125.05,484.61 2125.05,480.00 2125.05,475.39 2125.05,468.65",13.90
2523,:14/3_1,:14/3_1_2,2,22.70,"2128.35,491.35 2128.35,484.61 2128.35,480.00 2128.35,475.39 2128.35,468.65",13.90
2524,:14/3_4,:14/3_4_0,0,7.47,"2128.35,491.35 2129.16,485.66 2130.05,484.18",13.90
2525,:14/3_5,:14/3_5_0,0,2.41,"2128.35,491.35 2129.17,490.11 2130.00,489.70",13.90
2526,:14/3_20,:14/3_20_0,0,13.50,"2130.05,484.18 2131.60,481.60 2135.66,479.16 2141.35,478.35",13.90
2527,:14/3_21,:14/3_21_0,0,2.41,"2130.00,489.70 2130.83,490.11 2131.65,491.35",13.90
2528,:14/3_6,:14/3_6_0,0,5.00,"2141.35,488.25 2139.99,488.44 2139.03,489.02 2138.44,489.99 2138.25,491.35",13.90
2529,:14/3_7,:14/3_7_0,0,22.70,"2141.35,484.95 2134.61,484.95 2130.00,484.95 2125.39,484.95 2118.65,484.95",13.90
2530,:14/3_8,:14/3_8_0,0,20.97,"2141.35,481.65 2135.66,480.84 2131.60,478.40 2129.16,474.34 2128.35,468.65",13.90
2531,:14/3_9,:14/3_9_0,0,4.82,"2141.35,481.65 2140.11,480.82 2139.70,480.00 2140.11,479.18 2141.35,478.35",13.90
2532,:14/3_10,:14/3_10_0,0,5.00,"2138.25,468.65 2138.44,470.01 2139.03,470.98 2139.99,471.56 2141.35,471.75",13.90
2533,:14/3_11,:14/3_11_0,0,22.70,"2138.25,468.65 2138.25,475.39 2138.25,480.00 2138.25,484.61 2138.25,491.35",13.90
2534,:14/3_11,:14/3_11_1,1,22.70,"2134.95,468.65 2134.95,475.39 2134.95,480.00 2134.95,484.61 2134.95,491.35",13.90
2535,:14/3_11,:14/3_11_2,2,22.70,"2131.65,468.65 2131.65,475.39 2131.65,480.00 2131.65,484.61 2131.65,491.35",13.90
2536,:14/3_14,:14/3_14_0,0,7.47,"2131.65,468.65 2130.84,474.34 2129.95,475.82",13.90
2537,:14/3_15,:14/3_15_0,0,2.41,"2131.65,468.65 2130.83,469.89 2130.00,470.30",13.90
2538,:14/3_22,:14/3_22_0,0,13.50,"2129.95,475.82 2128.40,478.40 2124.34,480.84 2118.65,481.65",13.90
2539,:14/3_23,:14/3_23_0,0,2.41,"2130.00,470.30 2129.17,469.89 2128.35,468.65",13.90
2540,:14/3_16,:14/3_16_0,0,5.00,"2118.65,471.75 2120.01,471.56 2120.97,470.98 2121.56,470.01 2121.75,468.65",13.90
2541,:14/3_17,:14/3_17_0,0,22.70,"2118.65,475.05 2125.39,475.05 2130.00,475.05 2134.61,475.05 2141.35,475.05",13.90
2542,:14/3_18,:14/3_18_0,0,20.97,"2118.65,478.35 2124.34,479.16 2128.40,481.60 2130.84,485.66 2131.65,491.35",13.90
2543,:14/3_19,:14/3_19_0,0,4.82,"2118.65,478.35 2119.89,479.18 2120.30,480.00 2119.89,480.82 2118.65,481.65",13.90
2544,:14/4_0,:14/4_0_0,0,5.00,"2121.75,641.35 2121.56,639.99 2120.97,639.02 2120.01,638.44 2118.65,638.25",13.90
2545,:14/4_1,:14/4_1_0,0,22.70,"2121.75,641.35 2121.75,634.61 2121.75,630.00 2121.75,625.39 2121.75,618.65",13.90
2546,:14/4_1,:14/4_1_1,1,22.70,"2125.05,641.35 2125.05,634.61 2125.05,630.00 2125.05,625.39 2125.05,618.65",13.90
2547,:14/4_1,:14/4_1_2,2,22.70,"2128.35,641.35 2128.35,634.61 2128.35,630.00 2128.35,625.39 2128.35,618.65",13.90
2548,:14/4_4,:14/4_4_0,0,7.47,"2128.35,641.35 2129.16,635.66 2130.05,634.18",13.90
2549,:14/4_5,:14/4_5_0,0,2.41,"2128.35,641.35 2129.17,640.11 2130.00,639.70",13.90
2550,:14/4_20,:14/4_20_0,0,13.50,"2130.05,634.18 2131.60,631.60 2135.66,629.16 2141.35,628.35",13.90
2551,:14/4_21,:14/4_21_0,0,2.41,"2130.00,639.70 2130.83,640.11 2131.65,641.35",13.90
2552,:14/4_6,:14/4_6_0,0,5.00,"2141.35,638.25 2139.99,638.44 2139.03,639.02 2138.44,639.99 2138.25,641.35",13.90
2553,:14/4_7,:14/4_7_0,0,22.70,"2141.35,634.95 2134.61,634.95 2130.00,634.95 2125.39,634.95 2118.65,634.95",13.90
2554,:14/4_8,:14/4_8_0,0,20.97,"2141.35,631.65 2135.66,630.84 2131.60,628.40 2129.16,624.34 2128.35,618.65",13.90
2555,:14/4_9,:14/4_9_0,0,4.82,"2141.35,631.65 2140.11,630.82 2139.70,630.00 2140.11,629.17 2141.35,628.35",13.90
2556,:14/4_10,:14/4_10_0,0,5.00,"2138.25,618.65 2138.44,620.01 2139.03,620.98 2139.99,621.56 2141.35,621.75",13.90
2557,:14/4_11,:14/4_11_0,0,22.70,"2138.25,618.65 2138.25,625.39 2138.25,630.00 2138.25,634.61 2138.25,641.35",13.90
2558,:14/4_11,:14/4_11_1,1,22.70,"2134.95,618.65 2134.95,625.39 2134.95,630.00 2134.95,634.61 2134.95,641.35",13.90
2559,:14/4_11,:14/4_11_2,2,22.70,"2131.65,618.65 2131.65,625.39 2131.65,630.00 2131.65,634.61 2131.65,641.35",13.90
2560,:14/4_14,:14/4_14_0,0,7.47,"2131.65,618.65 2130.84,624.34 2129.95,625.82",13.90
2561,:14/4_15,:14/4_15_0,0,2.41,"2131.65,618.65 2130.83,619.89 2130.00,620.30",13.90
2562,:14/4_22,:14/4_22_0,0,13.50,"2129.95,625.82 2128.40,628.40 2124.34,630.84 2118.65,631.65",13.90
2563,:14/4_23,:14/4_23_0,0,2.41,"2130.00,620.30 2129.17,619.89 2128.35,618.65",13.90
2564,:14/4_16,:14/4_16_0,0,5.00,"2118.65,621.75 2120.01,621.56 2120.97,620.98 2121.56,620.01 2121.75,618.65",13.90
2565,:14/4_17,:14/4_17_0,0,22.70,"2118.65,625.05 2125.39,625.05 2130.00,625.05 2134.61,625.05 2141.35,625.05",13.90
2566,:14/4_18,:14/4_18_0,0,20.97,"2118.65,628.35 2124.34,629.16 2128.40,631.60 2130.84,635.66 2131.65,641.35",13.90
2567,:14/4_19,:14/4_19_0,0,4.82,"2118.65,628.35 2119.89,629.18 2120.30,630.00 2119.89,630.83 2118.65,631.65",13.90
2568,:14/5_0,:14/5_0_0,0,5.00,"2121.75,791.35 2121.56,789.99 2120.97,789.02 2120.01,788.44 2118.65,788.25",13.90
2569,:14/5_1,:14/5_1_0,0,22.70,"2121.75,791.35 2121.75,784.61 2121.75,780.00 2121.75,775.39 2121.75,768.65",13.90
2570,:14/5_1,:14/5_1_1,1,22.70,"2125.05,791.35 2125.05,784.61 2125.05,780.00 2125.05,775.39 2125.05,768.65",13.90
2571,:14/5_1,:14/5_1_2,2,22.70,"2128.35,791.35 2128.35,784.61 2128.35,780.00 2128.35,775.39 2128.35,768.65",13.90
2572,:14/5_4,:14/5_4_0,0,7.47,"2128.35,791.35 2129.16,785.66 2130.05,784.18",13.90
2573,:14/5_5,:14/5_5_0,0,2.41,"2128.35,791.35 2129.17,790.11 2130.00,789.70",13.90
2574,:14/5_20,:14/5_20_0,0,13.50,"2130.05,784.18 2131.60,781.60 2135.66,779.16 2141.35,778.35",13.90
2575,:14/5_21,:14/5_21_0,0,2.41,"2130.00,789.70 2130.83,790.11 2131.65,791.35",13.90
2576,:14/5_6,:14/5_6_0,0,5.00,"2141.35,788.25 2139.99,788.44 2139.03,789.02 2138.44,789.99 2138.25,791.35",13.90
2577,:14/5_7,:14/5_7_0,0,22.70,"2141.35,784.95 2134.61,784.95 2130.00,784.95 2125.39,784.95 2118.65,784.95",13.90
2578,:14/5_8,:14/5_8_0,0,20.97,"2141.35,781.65 2135.66,780.84 2131.60,778.40 2129.16,774.34 2128.35,768.65",13.90
2579,:14/5_9,:14/5_9_0,0,4.82,"2141.35,781.65 2140.11,780.82 2139.70,780.00 2140.11,779.17 2141.35,778.35",13.90
2580,:14/5_10,:14/5_10_0,0,5.00,"2138.25,768.65 2138.44,770.01 2139.03,770.98 2139.99,771.56 2141.35,771.75",13.90
2581,:14/5_11,:14/5_11_0,0,22.70,"2138.25,768.65 2138.25,775.39 2138.25,780.00 2138.25,784.61 2138.25,791.35",13.90
2582,:14/5_11,:14/5_11_1,1,22.70,"2134.95,768.65 2134.95,775.39 2134.95,780.00 2134.95,784.61 2134.95,791.35",13.90
2583,:14/5_11,:14/5_11_2,2,22.70,"2131.65,768.65 2131.65,775.39 2131.65,780.00 2131.65,784.61 2131.65,791.35",13.90
2584,:14/5_14,:14/5_14_0,0,7.47,"2131.65,768.65 2130.84,774.34 2129.95,775.82",13.90
2585,:14/5_15,:14/5_15_0,0,2.41,"2131.65,768.65 2130.83,769.89 2130.00,770.30",13.90
2586,:14/5_22,:14/5_22_0,0,13.50,"2129.95,775.82 2128.40,778.40 2124.34,780.84 2118.65,781.65",13.90
2587,:14/5_23,:14/5_23_0,0,2.41,"2130.00,770.30 2129.17,769.89 2128.35,768.65",13.90
2588,:14/5_16,:14/5_16_0,0,5.00,"2118.65,771.75 2120.01,771.56 2120.97,770.98 2121.56,770.01 2121.75,768.65",13.90
2589,:14/5_17,:14/5_17_0,0,22.70,"2118.65,775.05 2125.39,775.05 2130.00,775.05 2134.61,775.05 2141.35,775.05",13.90
2590,:14/5_18,:14/5_18_0,0,20.97,"2118.65,778.35 2124.34,779.16 2128.40,781.60 2130.84,785.66 2131.65,791.35",13.90
2591,:14/5_19,:14/5_19_0,0,4.82,"2118.65,778.35 2119.89,779.18 2120.30,780.00 2119.89,780.83 2118.65,781.65",13.90
2592,:14/6_0,:14/6_0_0,0,5.00,"2121.75,941.35 2121.56,939.99 2120.97,939.02 2120.01,938.44 2118.65,938.25",13.90
2593,:14/6_1,:14/6_1_0,0,22.70,"2121.75,941.35 2121.75,934.61 2121.75,930.00 2121.75,925.39 2121.75,918.65",13.90
2594,:14/6_1,:14/6_1_1,1,22.70,"2125.05,941.35 2125.05,934.61 2125.05,930.00 2125.05,925.39 2125.05,918.65",13.90
2595,:14/6_1,:14/6_1_2,2,22.70,"2128.35,941.35 2128.35,934.61 2128.35,930.00 2128.35,925.39 2128.35,918.65",13.90
2596,:14/6_4,:14/6_4_0,0,7.47,"2128.35,941.35 2129.16,935.66 2130.05,934.18",13.90
2597,:14/6_5,:14/6_5_0,0,2.41,"2128.35,941.35 2129.17,940.11 2130.00,939.70",13.90
2598,:14/6_20,:14/6_20_0,0,13.50,"2130.05,934.18 2131.60,931.60 2135.66,929.16 2141.35,928.35",13.90
2599,:14/6_21,:14/6_21_0,0,2.41,"2130.00,939.70 2130.83,940.11 2131.65,941.35",13.90
2600,:14/6_6,:14/6_6_0,0,5.00,"2141.35,938.25 2139.99,938.44 2139.03,939.02 2138.44,939.99 2138.25,941.35",13.90
2601,:14/6_7,:14/6_7_0,0,22.70,"2141.35,934.95 2134.61,934.95 2130.00,934.95 2125.39,934.95 2118.65,934.95",13.90
2602,:14/6_8,:14/6_8_0,0,20.97,"2141.35,931.65 2135.66,930.84 2131.60,928.40 2129.16,924.34 2128.35,918.65",13.90
2603,:14/6_9,:14/6_9_0,0,4.82,"2141.35,931.65 2140.11,930.83 2139.70,930.00 2140.11,929.17 2141.35,928.35",13.90
2604,:14/6_10,:14/6_10_0,0,5.00,"2138.25,918.65 2138.44,920.01 2139.03,920.98 2139.99,921.56 2141.35,921.75",13.90
2605,:14/6_11,:14/6_11_0,0,22.70,"2138.25,918.65 2138.25,925.39 2138.25,930.00 2138.25,934.61 2138.25,941.35",13.90
2606,:14/6_11,:14/6_11_1,1,22.70,"2134.95,918.65 2134.95,925.39 2134.95,930.00 2134.95,934.61 2134.95,941.35",13.90
2607,:14/6_11,:14/6_11_2,2,22.70,"2131.65,918.65 2131.65,925.39 2131.65,930.00 2131.65,934.61 2131.65,941.35",13.90
2608,:14/6_14,:14/6_14_0,0,7.47,"2131.65,918.65 2130.84,924.34 2129.95,925.82",13.90
2609,:14/6_15,:14/6_15_0,0,2.41,"2131.65,918.65 2130.83,919.89 2130.00,920.30",13.90
2610,:14/6_22,:14/6_22_0,0,13.50,"2129.95,925.82 2128.40,928.40 2124.34,930.84 2118.65,931.65",13.90
2611,:14/6_23,:14/6_23_0,0,2.41,"2130.00,920.30 2129.17,919.89 2128.35,918.65",13.90
2612,:14/6_16,:14/6_16_0,0,5.00,"2118.65,921.75 2120.01,921.56 2120.97,920.98 2121.56,920.01 2121.75,918.65",13.90
2613,:14/6_17,:14/6_17_0,0,22.70,"2118.65,925.05 2125.39,925.05 2130.00,925.05 2134.61,925.05 2141.35,925.05",13.90
2614,:14/6_18,:14/6_18_0,0,20.97,"2118.65,928.35 2124.34,929.16 2128.40,931.60 2130.84,935.66 2131.65,941.35",13.90
2615,:14/6_19,:14/6_19_0,0,4.82,"2118.65,928.35 2119.89,929.17 2120.30,930.00 2119.89,930.83 2118.65,931.65",13.90
2616,:14/7_0,:14/7_0_0,0,5.00,"2121.75,1091.35 2121.56,1089.99 2120.97,1089.03 2120.01,1088.44 2118.65,1088.25",13.90
2617,:14/7_1,:14/7_1_0,0,22.70,"2121.75,1091.35 2121.75,1084.61 2121.75,1080.00 2121.75,1075.39 2121.75,1068.65",13.90
2618,:14/7_1,:14/7_1_1,1,22.70,"2125.05,1091.35 2125.05,1084.61 2125.05,1080.00 2125.05,1075.39 2125.05,1068.65",13.90
2619,:14/7_1,:14/7_1_2,2,22.70,"2128.35,1091.35 2128.35,1084.61 2128.35,1080.00 2128.35,1075.39 2128.35,1068.65",13.90
2620,:14/7_4,:14/7_4_0,0,7.47,"2128.35,1091.35 2129.16,1085.66 2130.05,1084.18",13.90
2621,:14/7_5,:14/7_5_0,0,2.41,"2128.35,1091.35 2129.17,1090.11 2130.00,1089.70",13.90
2622,:14/7_20,:14/7_20_0,0,13.50,"2130.05,1084.18 2131.60,1081.60 2135.66,1079.16 2141.35,1078.35",13.90
2623,:14/7_21,:14/7_21_0,0,2.41,"2130.00,1089.70 2130.83,1090.11 2131.65,1091.35",13.90
2624,:14/7_6,:14/7_6_0,0,5.00,"2141.35,1088.25 2139.99,1088.44 2139.03,1089.03 2138.44,1089.99 2138.25,1091.35",13.90
2625,:14/7_7,:14/7_7_0,0,22.70,"2141.35,1084.95 2134.61,1084.95 2130.00,1084.95 2125.39,1084.95 2118.65,1084.95",13.90
2626,:14/7_8,:14/7_8_0,0,20.97,"2141.35,1081.65 2135.66,1080.84 2131.60,1078.40 2129.16,1074.34 2128.35,1068.65",13.90
2627,:14/7_9,:14/7_9_0,0,4.82,"2141.35,1081.65 2140.11,1080.83 2139.70,1080.00 2140.11,1079.18 2141.35,1078.35",13.90
2628,:14/7_10,:14/7_10_0,0,5.00,"2138.25,1068.65 2138.44,1070.01 2139.03,1070.97 2139.99,1071.56 2141.35,1071.75",13.90
2629,:14/7_11,:14/7_11_0,0,22.70,"2138.25,1068.65 2138.25,1075.39 2138.25,1080.00 2138.25,1084.61 2138.25,1091.35",13.90
2630,:14/7_11,:14/7_11_1,1,22.70,"2134.95,1068.65 2134.95,1075.39 2134.95,1080.00 2134.95,1084.61 2134.95,1091.35",13.90
